transaction_id,customer_id,product_id,store_id,employee_id,quantity,purchase_date,_rescued_data
10663,841,91,20,63,2,2025-06-16,
10664,815,122,13,38,5,2025-05-26,
10665,893,304,6,168,2,2025-06-16,
10666,234,163,21,177,1,2025-06-15,
10667,229,413,16,2,3,2025-05-26,
10668,25,378,4,193,2,2025-05-31,
10669,676,358,5,198,3,2025-05-23,
10670,198,184,18,28,5,2025-06-10,
10671,409,468,25,200,5,2025-06-06,
10672,337,303,14,109,5,2025-06-03,
10673,286,15,7,57,2,2025-05-25,
10674,886,361,20,46,4,2025-05-24,
10675,72,359,21,179,2,2025-06-02,
10676,991,181,4,133,3,2025-06-01,
10677,792,486,30,119,4,2025-05-25,
10678,286,291,15,13,4,2025-05-20,
10679,360,289,23,143,1,2025-06-04,
10680,657,73,9,64,5,2025-06-16,
10681,522,289,4,32,2,2025-06-02,
10682,410,486,2,117,1,2025-05-25,
10683,696,97,3,35,3,2025-06-13,
10684,864,429,3,119,1,2025-06-17,
10685,550,415,19,171,5,2025-05-27,
10686,340,452,24,136,1,2025-05-23,
10687,962,497,9,144,5,2025-05-31,
10688,29,253,25,153,4,2025-06-04,
10689,119,278,15,82,1,2025-05-28,
10690,899,159,1,194,3,2025-05-30,
10691,994,90,29,114,1,2025-05-31,
10692,268,252,16,157,3,2025-05-25,
10693,183,20,5,185,3,2025-05-20,
10694,595,47,21,130,3,2025-06-13,
10695,986,29,21,110,2,2025-05-23,
10696,272,120,1,141,2,2025-06-09,
10697,40,309,30,115,3,2025-05-23,
10698,112,113,2,41,1,2025-05-20,
10699,611,11,22,191,1,2025-05-26,
10700,445,270,13,122,4,2025-06-11,
10701,354,245,9,116,2,2025-05-29,
10702,747,1,5,67,4,2025-06-15,
10703,806,170,23,193,1,2025-06-01,
10704,322,470,11,64,1,2025-05-24,
10705,447,315,29,164,2,2025-06-15,
10706,621,104,13,71,5,2025-06-18,
10707,524,413,19,197,3,2025-06-12,
10708,119,67,1,200,5,2025-06-09,
10709,395,175,17,134,4,2025-06-02,
10710,922,368,23,125,1,2025-06-04,
10711,591,91,25,161,5,2025-05-27,
10712,195,471,16,62,3,2025-06-16,
10713,261,411,16,71,5,2025-06-18,
10714,46,433,14,113,3,2025-05-25,
10715,726,445,13,20,5,2025-06-06,
10716,447,166,28,183,3,2025-05-22,
10717,2,31,24,74,5,2025-05-25,
10718,533,12,25,61,1,2025-06-04,
10719,948,76,26,70,1,2025-06-15,
10720,826,301,26,86,2,2025-06-15,
10721,552,361,3,82,3,2025-05-25,
10722,704,470,18,139,4,2025-05-23,
10723,737,73,8,21,2,2025-06-17,
10724,963,397,1,36,3,2025-06-05,
10725,760,57,13,39,5,2025-06-06,
10726,755,434,23,60,5,2025-06-10,
10727,687,270,27,99,5,2025-05-20,
10728,202,441,25,178,4,2025-06-11,
10729,373,187,16,40,4,2025-06-14,
10730,442,492,4,181,5,2025-06-08,
10731,72,38,19,55,2,2025-06-04,
10732,972,192,18,17,3,2025-06-07,
10733,681,361,30,107,1,2025-05-23,
10734,943,483,12,105,5,2025-06-01,
10735,339,340,11,85,2,2025-06-08,
10736,639,203,22,139,2,2025-06-06,
10737,322,301,10,120,2,2025-06-18,
10738,680,52,13,107,4,2025-05-29,
10739,869,173,2,16,5,2025-06-07,
10740,128,155,21,53,3,2025-06-07,
10741,738,166,21,108,1,2025-06-05,
10742,922,70,3,100,3,2025-06-16,
10743,308,500,12,198,2,2025-05-31,
10744,520,81,18,150,5,2025-05-26,
10745,317,375,28,179,4,2025-06-18,
10746,683,486,11,6,4,2025-05-29,
10747,419,224,3,196,2,2025-05-26,
10748,335,406,27,148,4,2025-05-31,
10749,413,328,15,98,3,2025-06-07,
10750,714,492,25,123,4,2025-05-20,
10751,303,250,25,2,5,2025-06-11,
10752,568,333,10,91,3,2025-05-24,
10753,131,163,21,77,3,2025-06-08,
10754,197,90,7,193,4,2025-06-14,
10755,431,363,6,100,5,2025-06-06,
10756,681,496,18,108,2,2025-05-21,
10757,963,288,2,138,3,2025-06-07,
10758,389,356,13,192,1,2025-06-06,
10759,694,456,22,189,3,2025-05-29,
10760,767,476,7,140,4,2025-06-15,
10761,925,315,10,155,3,2025-06-08,
10762,179,403,23,57,1,2025-05-25,
10763,631,183,13,125,1,2025-06-13,
10764,583,115,29,57,1,2025-06-02,
10765,309,341,4,70,2,2025-06-17,
10766,416,302,21,112,1,2025-05-29,
10767,562,418,23,125,2,2025-06-08,
10768,854,90,12,8,5,2025-05-20,
10769,1,194,16,100,1,2025-06-06,
10770,312,158,3,87,1,2025-05-28,
10771,294,376,29,172,3,2025-06-05,
10772,216,353,21,174,5,2025-06-09,
10773,441,151,15,104,4,2025-05-21,
10774,805,66,24,186,1,2025-05-23,
10775,594,91,7,43,4,2025-06-04,
10776,622,374,5,120,5,2025-06-08,
10777,671,1,2,33,2,2025-06-16,
10778,330,486,7,160,4,2025-06-08,
10779,477,360,1,137,4,2025-05-27,
10780,453,486,24,7,5,2025-06-09,
10781,453,294,19,101,5,2025-06-14,
10782,692,201,8,152,1,2025-05-26,
10783,219,436,16,145,4,2025-06-07,
10784,524,395,13,170,1,2025-06-03,
10785,485,495,3,7,5,2025-06-15,
10786,813,291,26,22,2,2025-05-23,
10787,923,17,18,165,1,2025-05-27,
10788,983,94,21,110,4,2025-05-20,
10789,816,309,10,35,5,2025-06-12,
10790,754,163,16,119,3,2025-06-12,
10791,174,472,18,47,2,2025-06-16,
10792,675,415,27,13,5,2025-06-07,
10793,87,496,26,67,5,2025-06-11,
10794,291,314,15,98,1,2025-06-07,
10795,528,114,1,84,5,2025-05-22,
10796,680,328,2,55,4,2025-06-07,
10797,649,290,11,117,2,2025-06-18,
10798,635,54,2,84,5,2025-05-23,
10799,344,480,11,87,2,2025-06-13,
10800,96,255,26,195,2,2025-05-28,
10801,839,73,24,98,1,2025-06-11,
10802,975,170,2,72,3,2025-06-13,
10803,770,382,13,193,2,2025-06-12,
10804,241,40,4,108,5,2025-05-25,
10805,689,122,7,65,3,2025-06-01,
10806,318,178,26,21,1,2025-06-08,
10807,231,164,21,121,4,2025-06-15,
10808,826,86,22,5,4,2025-06-06,
10809,204,326,17,192,4,2025-06-10,
10810,151,454,15,139,2,2025-06-16,
10811,26,494,22,14,3,2025-06-05,
10812,48,46,28,90,1,2025-05-27,
10813,251,421,28,58,3,2025-05-29,
10814,487,363,18,167,2,2025-06-18,
10815,626,344,5,18,5,2025-05-29,
10816,871,328,24,200,1,2025-06-15,
10817,787,374,19,167,3,2025-05-24,
10818,75,454,8,11,3,2025-06-17,
10819,467,172,30,194,4,2025-06-01,
10820,425,229,3,8,3,2025-06-16,
10821,908,6,2,64,3,2025-06-08,
10822,645,136,24,52,2,2025-05-23,
10823,590,108,5,6,1,2025-06-11,
10824,200,128,16,160,5,2025-05-23,
10825,736,355,21,40,4,2025-06-17,
10826,714,35,1,62,2,2025-05-31,
10827,394,180,16,33,3,2025-05-24,
10828,507,132,30,122,5,2025-06-11,
10829,410,403,30,172,1,2025-06-12,
10830,250,56,20,30,4,2025-06-14,
10831,152,369,2,145,5,2025-06-04,
10832,672,1,8,56,4,2025-05-27,
10833,705,25,23,120,1,2025-05-25,
10834,6,198,21,180,3,2025-05-29,
10835,915,225,5,66,1,2025-05-20,
10836,769,376,1,197,5,2025-06-18,
10837,882,215,6,95,4,2025-05-29,
10838,789,497,21,43,3,2025-06-16,
10839,907,86,2,156,3,2025-05-25,
10840,110,453,29,156,3,2025-05-21,
10841,798,212,10,192,1,2025-05-27,
10842,436,253,27,184,1,2025-06-06,
10843,225,452,26,30,3,2025-05-21,
10844,181,194,4,200,2,2025-05-30,
10845,824,180,15,42,4,2025-05-27,
10846,981,280,20,80,3,2025-06-03,
10847,713,193,6,28,1,2025-05-29,
10848,531,52,27,149,1,2025-05-31,
10849,476,425,19,7,4,2025-06-12,
10850,52,246,3,80,4,2025-06-15,
10851,571,404,27,148,2,2025-05-21,
10852,256,443,27,174,1,2025-06-03,
10853,940,296,4,97,5,2025-05-22,
10854,869,334,4,102,5,2025-05-28,
10855,125,389,16,184,2,2025-06-11,
10856,468,352,20,51,4,2025-06-02,
10857,137,116,26,20,1,2025-05-26,
10858,821,84,20,152,4,2025-05-25,
10859,476,232,8,177,1,2025-06-17,
10860,684,38,3,161,2,2025-06-01,
10861,544,410,26,63,3,2025-06-11,
10862,573,434,7,27,2,2025-06-18,
10863,610,18,14,179,4,2025-06-03,
10864,325,151,11,198,4,2025-06-03,
10865,973,11,26,78,3,2025-05-23,
10866,774,164,27,176,3,2025-06-08,
10867,913,134,24,154,3,2025-06-04,
10868,454,488,22,31,4,2025-06-01,
10869,628,54,13,145,2,2025-06-14,
10870,835,38,11,11,5,2025-06-16,
10871,737,176,4,89,3,2025-06-03,
10872,914,88,22,137,1,2025-05-21,
10873,517,455,19,110,4,2025-06-05,
10874,437,193,18,170,4,2025-05-21,
10875,851,83,5,95,2,2025-05-29,
10876,929,375,11,18,2,2025-05-25,
10877,562,39,27,130,3,2025-05-25,
10878,457,281,26,166,4,2025-05-20,
10879,919,483,7,88,1,2025-06-17,
10880,163,460,25,4,3,2025-06-12,
10881,762,48,2,108,2,2025-05-30,
10882,883,174,19,126,1,2025-05-22,
10883,487,305,6,28,2,2025-05-28,
10884,461,315,11,111,3,2025-06-14,
10885,266,458,3,93,1,2025-05-30,
10886,770,248,4,163,2,2025-05-30,
10887,254,361,9,118,4,2025-06-06,
10888,861,16,5,182,4,2025-06-05,
10889,653,221,25,40,3,2025-06-18,
10890,284,483,14,112,1,2025-06-14,
10891,785,335,6,46,2,2025-06-17,
10892,797,85,23,188,2,2025-05-25,
10893,534,311,12,134,4,2025-06-17,
10894,497,456,18,167,3,2025-06-15,
10895,642,223,6,70,1,2025-06-04,
10896,245,81,15,158,4,2025-05-22,
10897,282,28,8,138,4,2025-06-10,
10898,451,52,30,199,5,2025-06-02,
10899,80,170,19,124,4,2025-06-13,
10900,731,106,2,120,2,2025-06-07,
10901,293,499,5,112,3,2025-05-28,
10902,241,98,4,188,4,2025-06-15,
10903,279,210,26,152,5,2025-06-15,
10904,344,357,28,69,4,2025-05-24,
10905,328,284,21,83,2,2025-05-31,
10906,915,370,20,63,1,2025-06-07,
10907,554,474,13,23,1,2025-06-04,
10908,83,374,25,72,1,2025-06-05,
10909,142,277,6,116,2,2025-06-02,
10910,155,136,1,63,2,2025-06-13,
10911,237,339,29,193,3,2025-06-05,
10912,393,145,16,119,5,2025-06-07,
10913,711,153,3,146,1,2025-05-30,
10914,157,122,1,157,2,2025-06-11,
10915,724,50,1,172,1,2025-05-23,
10916,220,26,6,98,3,2025-06-15,
10917,66,202,30,87,4,2025-06-18,
10918,425,293,3,8,5,2025-05-29,
10919,418,282,23,127,1,2025-05-27,
10920,339,431,21,84,4,2025-06-13,
10921,556,252,19,47,4,2025-06-07,
10922,478,79,29,125,3,2025-05-30,
10923,426,28,10,55,3,2025-06-15,
10924,64,185,14,91,4,2025-06-17,
10925,212,2,23,67,1,2025-06-04,
10926,853,219,26,88,4,2025-05-22,
10927,431,45,26,72,2,2025-06-02,
10928,399,151,25,153,5,2025-06-17,
10929,927,422,16,180,2,2025-05-27,
10930,789,339,23,71,5,2025-06-10,
10931,599,321,5,143,2,2025-05-26,
10932,969,308,7,3,2,2025-06-15,
10933,713,246,5,133,3,2025-05-21,
10934,21,103,21,49,1,2025-06-12,
10935,878,50,9,22,3,2025-06-12,
10936,902,14,17,62,2,2025-06-01,
10937,784,106,15,185,4,2025-05-23,
10938,590,88,14,105,2,2025-05-31,
10939,390,327,8,126,4,2025-05-20,
10940,489,150,6,143,1,2025-05-22,
10941,7,42,20,195,5,2025-06-18,
10942,966,243,23,62,5,2025-05-20,
10943,361,433,2,177,2,2025-05-26,
10944,306,60,20,122,2,2025-05-21,
10945,772,158,6,166,5,2025-06-02,
10946,400,402,23,183,2,2025-06-09,
10947,874,204,16,126,2,2025-05-25,
10948,914,242,20,115,1,2025-05-22,
10949,977,251,3,5,2,2025-06-07,
10950,856,459,21,24,4,2025-06-06,
10951,430,339,27,76,1,2025-06-18,
10952,552,136,26,57,3,2025-05-25,
10953,766,47,10,104,2,2025-06-13,
10954,753,329,12,178,2,2025-05-30,
10955,560,279,14,63,4,2025-06-13,
10956,820,199,1,79,1,2025-05-30,
10957,618,95,18,170,5,2025-06-18,
10958,920,190,8,149,2,2025-05-24,
10959,226,454,7,95,1,2025-05-27,
10960,500,196,4,122,1,2025-06-10,
10961,225,190,17,142,4,2025-05-29,
10962,280,96,4,136,4,2025-05-22,
10963,447,229,20,89,5,2025-06-08,
10964,498,23,12,109,3,2025-06-09,
10965,30,135,28,191,2,2025-06-17,
10966,399,226,25,141,2,2025-06-03,
10967,345,239,18,85,3,2025-05-27,
10968,685,135,17,91,4,2025-05-31,
10969,696,116,8,180,4,2025-05-31,
10970,818,429,15,117,1,2025-06-08,
10971,415,138,25,70,5,2025-06-17,
10972,742,289,21,79,4,2025-06-01,
10973,170,32,22,65,1,2025-06-17,
10974,861,78,7,60,3,2025-06-14,
10975,479,386,9,31,1,2025-06-04,
10976,942,357,2,185,3,2025-06-03,
10977,131,342,7,50,3,2025-06-12,
10978,638,50,4,81,3,2025-06-03,
10979,547,44,26,31,3,2025-06-10,
10980,28,343,5,191,4,2025-06-16,
10981,929,177,22,138,2,2025-06-11,
10982,404,414,28,196,3,2025-06-10,
10983,607,278,30,177,1,2025-05-28,
10984,578,212,16,48,2,2025-05-26,
10985,679,498,16,50,1,2025-06-02,
10986,28,388,6,56,1,2025-05-30,
10987,86,302,6,190,1,2025-06-01,
10988,659,117,22,124,3,2025-06-14,
10989,439,284,30,71,2,2025-05-26,
10990,139,32,2,186,3,2025-06-16,
10991,888,431,2,151,4,2025-05-26,
10992,473,199,21,195,3,2025-06-07,
10993,187,420,12,135,5,2025-06-05,
10994,52,268,10,153,1,2025-05-26,
10995,267,215,7,73,4,2025-06-12,
10996,389,495,14,26,2,2025-06-03,
10997,336,275,9,50,3,2025-06-15,
10998,217,352,11,76,4,2025-06-02,
10999,466,444,20,59,3,2025-05-29,
11000,335,480,26,93,3,2025-05-25,
11001,346,244,29,46,3,2025-05-26,
11002,780,294,25,78,1,2025-06-12,
11003,901,452,15,4,1,2025-06-07,
11004,389,121,2,182,1,2025-05-29,
11005,285,244,4,137,5,2025-06-01,
11006,771,154,24,33,2,2025-05-22,
11007,975,41,2,71,3,2025-05-30,
11008,852,203,30,12,3,2025-06-10,
11009,432,463,18,14,3,2025-06-06,
11010,259,438,6,142,5,2025-05-29,
11011,855,366,6,75,5,2025-06-07,
11012,84,18,26,179,5,2025-06-15,
11013,482,258,1,33,3,2025-05-23,
11014,20,293,16,164,2,2025-05-23,
11015,768,462,17,193,3,2025-06-10,
11016,553,265,4,126,2,2025-06-06,
11017,54,410,3,27,5,2025-05-28,
11018,975,293,29,4,4,2025-05-23,
11019,359,347,8,147,1,2025-05-22,
11020,230,318,24,73,1,2025-05-20,
11021,666,76,15,121,2,2025-05-29,
11022,71,62,19,123,5,2025-06-12,
11023,800,487,19,113,1,2025-05-24,
11024,981,388,11,88,1,2025-05-25,
11025,668,230,14,48,5,2025-06-14,
11026,42,89,7,14,2,2025-06-13,
11027,773,486,24,65,2,2025-05-26,
11028,32,86,22,123,4,2025-05-22,
11029,973,498,29,30,1,2025-06-12,
11030,254,109,11,17,1,2025-06-06,
11031,205,414,8,103,5,2025-05-25,
11032,860,99,25,126,5,2025-05-26,
11033,21,65,4,19,3,2025-06-12,
11034,637,22,11,148,3,2025-06-03,
11035,157,217,8,162,4,2025-06-04,
11036,245,41,4,176,2,2025-05-31,
11037,130,350,8,14,5,2025-06-10,
11038,485,223,24,39,2,2025-05-24,
11039,686,104,14,39,1,2025-06-06,
11040,118,422,28,145,2,2025-06-09,
11041,578,322,7,78,2,2025-06-09,
11042,971,76,13,22,4,2025-06-04,
11043,224,428,29,64,5,2025-06-08,
11044,477,305,8,31,3,2025-06-06,
11045,717,133,3,143,5,2025-06-17,
11046,263,164,16,196,3,2025-06-06,
11047,786,467,19,107,3,2025-06-13,
11048,378,373,16,156,4,2025-05-23,
11049,172,469,2,153,1,2025-05-29,
11050,621,414,29,159,4,2025-06-17,
11051,622,35,14,58,1,2025-05-29,
11052,987,45,5,199,4,2025-05-22,
11053,766,199,7,134,4,2025-06-04,
11054,736,285,30,98,5,2025-05-24,
11055,118,204,20,116,5,2025-06-18,
11056,797,283,15,114,1,2025-06-09,
11057,839,167,6,77,2,2025-05-28,
11058,168,439,13,151,5,2025-06-04,
11059,988,142,12,110,3,2025-06-09,
11060,319,267,5,79,2,2025-06-04,
11061,111,235,15,146,3,2025-06-16,
11062,593,470,24,159,1,2025-05-27,
11063,27,448,7,16,5,2025-05-21,
11064,952,7,21,157,1,2025-06-13,
11065,320,403,12,190,2,2025-06-17,
11066,590,359,9,26,4,2025-06-14,
11067,694,320,7,196,4,2025-06-16,
11068,930,301,11,54,5,2025-06-11,
11069,982,268,5,161,5,2025-06-11,
11070,385,401,2,55,1,2025-06-13,
11071,407,215,23,68,2,2025-06-08,
11072,965,58,19,170,4,2025-05-21,
11073,733,213,2,21,5,2025-06-07,
11074,204,77,9,41,4,2025-06-02,
11075,78,76,5,62,5,2025-05-22,
11076,607,291,4,45,4,2025-06-01,
11077,708,302,28,142,4,2025-05-31,
11078,851,299,15,20,5,2025-06-01,
11079,643,389,15,41,3,2025-05-20,
11080,249,494,14,1,2,2025-06-06,
11081,105,482,6,105,2,2025-06-13,
11082,714,52,25,116,1,2025-05-22,
11083,792,474,11,177,2,2025-05-26,
11084,309,55,8,153,5,2025-05-26,
11085,871,289,29,121,2,2025-05-29,
11086,701,400,10,75,5,2025-05-20,
11087,615,52,20,9,1,2025-06-12,
11088,825,403,6,60,5,2025-05-20,
11089,124,147,26,74,4,2025-06-14,
11090,816,445,26,181,5,2025-05-28,
11091,580,275,21,73,5,2025-06-17,
11092,802,451,20,180,3,2025-06-12,
11093,43,177,29,117,3,2025-06-16,
11094,356,450,6,19,2,2025-06-07,
11095,546,211,19,176,3,2025-06-05,
11096,439,136,18,60,3,2025-06-13,
11097,678,197,28,68,5,2025-06-07,
11098,380,336,8,161,1,2025-05-23,
11099,71,249,3,151,2,2025-05-20,
11100,519,293,14,170,2,2025-06-04,
11101,664,312,28,51,1,2025-05-23,
11102,350,243,17,109,5,2025-06-01,
11103,13,20,16,30,2,2025-06-07,
11104,870,89,28,140,3,2025-05-31,
11105,431,142,7,58,1,2025-06-14,
11106,843,207,19,166,2,2025-06-08,
11107,502,74,16,39,3,2025-05-23,
11108,109,317,27,69,2,2025-06-08,
11109,444,312,15,37,3,2025-06-11,
11110,984,349,9,19,1,2025-06-16,
11111,371,356,1,16,2,2025-05-22,
11112,651,206,24,43,2,2025-06-09,
11113,913,20,14,79,5,2025-06-16,
11114,849,203,24,153,1,2025-05-23,
11115,471,456,28,192,1,2025-05-22,
11116,725,451,8,146,3,2025-06-07,
11117,157,170,8,74,5,2025-05-30,
11118,446,354,11,113,3,2025-05-30,
11119,181,122,14,32,3,2025-06-14,
11120,752,26,19,120,1,2025-06-09,
11121,535,382,8,177,5,2025-06-11,
11122,989,244,29,78,3,2025-06-17,
11123,667,472,30,180,2,2025-05-23,
11124,277,138,19,104,4,2025-06-11,
11125,631,460,5,70,5,2025-06-02,
11126,828,191,30,129,3,2025-06-04,
11127,942,11,19,139,3,2025-06-11,
11128,552,173,29,127,1,2025-05-27,
11129,794,419,1,113,1,2025-06-11,
11130,496,407,14,21,3,2025-06-06,
11131,477,156,2,154,2,2025-06-13,
11132,447,160,2,11,3,2025-05-30,
11133,846,144,16,111,2,2025-06-09,
11134,749,432,24,189,3,2025-05-26,
11135,607,252,25,83,1,2025-05-26,
11136,275,440,17,155,5,2025-06-14,
11137,331,357,2,65,5,2025-06-17,
11138,873,351,14,7,1,2025-06-04,
11139,252,51,17,24,4,2025-06-03,
11140,851,498,13,59,3,2025-05-21,
11141,958,445,16,173,5,2025-06-18,
11142,89,117,26,148,5,2025-05-20,
11143,286,69,26,151,2,2025-06-10,
11144,903,154,23,6,4,2025-06-17,
11145,462,499,27,196,2,2025-05-26,
11146,250,381,4,173,3,2025-05-22,
11147,769,227,15,69,3,2025-06-14,
11148,476,397,16,148,2,2025-05-21,
11149,584,423,8,11,5,2025-06-08,
11150,625,165,3,196,4,2025-06-14,
11151,685,138,18,194,2,2025-06-15,
11152,389,374,25,45,4,2025-06-13,
11153,345,214,1,121,2,2025-06-02,
11154,30,310,23,133,4,2025-06-16,
11155,507,331,24,167,3,2025-05-27,
11156,872,46,14,114,2,2025-06-05,
11157,333,97,7,72,4,2025-05-28,
11158,187,227,5,47,1,2025-06-16,
11159,500,109,12,150,4,2025-06-02,
11160,218,468,10,112,2,2025-05-29,
11161,364,422,8,163,4,2025-05-23,
11162,817,209,21,126,2,2025-06-11,
11163,265,380,3,24,2,2025-06-10,
11164,349,249,1,121,2,2025-06-17,
11165,287,389,16,90,5,2025-06-17,
11166,902,265,22,105,4,2025-06-11,
11167,611,445,10,86,2,2025-05-23,
11168,719,192,6,83,3,2025-05-23,
11169,902,421,23,172,1,2025-06-01,
11170,283,29,15,27,3,2025-06-14,
11171,570,264,28,42,2,2025-05-26,
11172,11,406,19,85,2,2025-06-04,
11173,530,82,24,106,4,2025-05-22,
11174,971,34,19,178,5,2025-06-15,
11175,196,160,1,127,2,2025-05-25,
11176,88,364,15,74,1,2025-06-06,
11177,248,260,15,170,2,2025-05-29,
11178,738,207,25,103,1,2025-05-24,
11179,417,70,5,195,4,2025-06-11,
11180,501,400,28,141,2,2025-06-04,
11181,569,436,23,10,4,2025-05-23,
11182,777,269,13,117,4,2025-05-22,
11183,247,451,6,23,1,2025-06-15,
11184,708,292,26,81,5,2025-05-30,
11185,488,15,28,65,2,2025-06-15,
11186,662,89,12,83,1,2025-05-25,
11187,729,99,21,30,5,2025-05-28,
11188,503,449,15,198,1,2025-06-02,
11189,459,427,23,104,4,2025-06-15,
11190,812,103,21,132,4,2025-06-14,
11191,18,429,1,1,1,2025-06-15,
11192,96,30,28,169,1,2025-06-18,
11193,302,128,21,139,1,2025-05-31,
11194,227,17,3,119,1,2025-06-11,
11195,415,234,13,106,2,2025-05-20,
11196,709,26,29,14,2,2025-06-06,
11197,250,471,23,49,1,2025-06-01,
11198,314,185,11,133,3,2025-06-15,
11199,680,361,17,93,2,2025-06-15,
11200,596,102,2,160,5,2025-05-24,
11201,378,141,10,194,1,2025-06-15,
11202,485,189,14,128,1,2025-06-07,
11203,567,422,25,161,1,2025-05-24,
11204,544,238,9,114,5,2025-06-12,
11205,353,259,23,195,3,2025-05-31,
11206,436,204,20,14,1,2025-05-21,
11207,764,326,18,53,2,2025-06-05,
11208,564,473,19,69,2,2025-06-16,
11209,339,64,26,141,4,2025-06-09,
11210,361,349,7,34,5,2025-05-22,
11211,720,16,26,74,4,2025-06-05,
11212,465,124,22,113,2,2025-06-05,
11213,278,191,3,179,3,2025-05-23,
11214,314,251,20,125,3,2025-05-21,
11215,258,305,29,32,4,2025-05-28,
11216,237,229,11,8,2,2025-05-28,
11217,124,91,24,162,2,2025-06-13,
11218,739,492,30,156,1,2025-06-07,
11219,198,446,2,62,5,2025-05-31,
11220,324,243,17,182,3,2025-05-27,
11221,123,301,30,41,5,2025-06-10,
11222,761,283,22,80,1,2025-06-17,
11223,549,180,12,142,1,2025-06-13,
11224,974,177,29,4,1,2025-05-30,
11225,781,84,2,142,1,2025-06-17,
11226,707,429,4,105,5,2025-06-04,
11227,190,458,13,24,3,2025-05-30,
11228,197,133,12,58,1,2025-06-15,
11229,222,384,15,30,5,2025-06-04,
11230,757,426,20,119,4,2025-05-20,
11231,496,353,2,31,2,2025-06-08,
11232,284,47,12,166,1,2025-05-21,
11233,742,146,12,40,2,2025-06-02,
11234,604,15,6,128,1,2025-05-31,
11235,779,198,21,184,2,2025-06-07,
11236,538,26,18,75,4,2025-06-07,
11237,612,84,23,131,4,2025-06-01,
11238,290,438,3,181,2,2025-05-29,
11239,103,293,18,70,3,2025-06-02,
11240,853,400,23,107,3,2025-06-09,
11241,199,495,25,124,2,2025-06-04,
11242,304,110,7,121,4,2025-05-25,
11243,233,439,5,63,1,2025-06-12,
11244,370,114,11,117,4,2025-06-15,
11245,184,332,8,142,2,2025-06-18,
11246,310,116,18,38,1,2025-06-18,
11247,15,347,4,99,2,2025-06-04,
11248,726,106,21,49,1,2025-05-29,
11249,547,138,16,154,3,2025-06-05,
11250,130,334,24,131,3,2025-06-05,
11251,281,210,25,192,1,2025-05-28,
11252,47,263,19,35,5,2025-05-28,
11253,998,11,28,18,3,2025-06-11,
11254,56,443,23,71,1,2025-06-16,
11255,567,400,7,198,3,2025-06-04,
11256,300,496,25,107,1,2025-06-08,
11257,715,393,24,88,1,2025-06-07,
11258,967,350,25,130,5,2025-06-04,
11259,130,5,8,69,2,2025-06-05,
11260,654,243,11,1,2,2025-06-15,
11261,890,467,12,73,4,2025-05-29,
11262,771,68,29,186,5,2025-06-08,
11263,503,332,9,77,3,2025-05-22,
11264,106,89,17,151,5,2025-05-20,
11265,894,308,22,149,2,2025-06-05,
11266,13,411,14,169,4,2025-05-24,
11267,588,5,9,126,2,2025-06-07,
11268,292,115,2,39,3,2025-06-18,
11269,481,130,3,115,5,2025-05-31,
11270,491,312,12,138,3,2025-06-12,
11271,452,413,12,124,3,2025-05-30,
11272,349,483,15,89,1,2025-05-25,
11273,189,157,16,86,3,2025-06-10,
11274,989,365,17,142,4,2025-06-14,
11275,53,496,17,196,3,2025-06-03,
11276,259,364,27,140,3,2025-05-23,
11277,964,330,4,97,1,2025-06-14,
11278,883,141,16,117,1,2025-06-14,
11279,490,217,23,83,2,2025-06-09,
11280,117,459,18,49,2,2025-06-02,
11281,842,193,22,179,3,2025-06-02,
11282,67,437,27,62,2,2025-05-29,
11283,411,179,18,147,4,2025-06-09,
11284,504,236,29,99,4,2025-05-21,
11285,76,130,10,60,4,2025-06-08,
11286,591,112,15,199,1,2025-05-20,
11287,645,239,20,106,1,2025-06-16,
11288,703,155,12,12,5,2025-05-29,
11289,55,347,26,82,4,2025-06-17,
11290,156,267,22,191,3,2025-06-11,
11291,153,423,23,122,2,2025-06-03,
11292,831,320,26,181,1,2025-05-28,
11293,577,204,29,98,3,2025-05-26,
11294,972,300,3,99,2,2025-05-23,
11295,312,53,7,170,2,2025-05-26,
11296,88,4,29,167,4,2025-06-11,
11297,255,262,29,39,3,2025-05-29,
11298,122,340,15,127,3,2025-06-18,
11299,572,495,3,10,4,2025-06-02,
11300,783,432,3,33,4,2025-06-06,
11301,427,430,13,129,4,2025-06-15,
11302,621,192,29,152,4,2025-05-30,
11303,611,288,6,85,5,2025-06-08,
11304,810,332,10,26,3,2025-05-20,
11305,634,305,3,113,2,2025-06-15,
11306,232,312,4,26,2,2025-05-27,
11307,795,145,6,135,4,2025-05-25,
11308,536,153,9,117,4,2025-06-09,
11309,390,351,4,4,5,2025-06-09,
11310,462,56,23,185,4,2025-06-08,
11311,931,247,5,37,5,2025-06-01,
11312,454,33,16,105,5,2025-06-05,
11313,305,173,5,168,4,2025-05-26,
11314,881,142,28,40,5,2025-05-21,
11315,603,328,7,20,5,2025-06-08,
11316,440,167,17,121,2,2025-05-25,
11317,313,442,21,68,4,2025-06-07,
11318,583,142,1,87,1,2025-06-08,
11319,636,134,10,160,5,2025-06-08,
11320,62,336,14,178,4,2025-05-22,
11321,625,365,22,102,5,2025-06-05,
11322,984,488,18,167,5,2025-06-04,
11323,758,457,30,21,2,2025-06-07,
11324,102,334,5,85,1,2025-05-28,
11325,971,153,16,173,2,2025-06-03,
11326,782,97,12,137,3,2025-06-15,
