transaction_id,customer_id,product_id,store_id,quantity,transaction_date,total_price
1597,569,30,13,2,2024-12-11 01:51:41.706440,119.54
1598,164,80,7,1,2024-07-02 01:51:41.706449,64.94
1599,832,66,11,2,2025-05-09 01:51:41.706459,65.14
1600,497,10,18,1,2025-01-02 01:51:41.706468,64.0
1601,610,199,1,3,2024-08-22 01:51:41.706478,144.63
1602,16,59,12,3,2024-08-27 01:51:41.706487,237.32999999999998
1603,344,51,3,1,2025-02-14 01:51:41.706496,73.19
1604,78,123,1,4,2024-12-31 01:51:41.706505,218.52
1605,346,137,4,3,2025-06-30 01:51:41.706514,44.339999999999996
1606,72,54,6,2,2025-05-18 01:51:41.706523,139.12
1607,270,190,5,3,2024-11-16 01:51:41.706532,254.54999999999998
1608,287,81,11,2,2024-08-04 01:51:41.706541,128.1
1609,66,137,20,3,2025-03-25 01:51:41.706549,44.339999999999996
1610,880,9,13,3,2024-12-05 01:51:41.706559,3.4499999999999997
1611,68,101,11,2,2024-10-09 01:51:41.706568,78.82
1612,193,152,6,3,2024-09-16 01:51:41.706575,70.65
1613,55,39,19,2,2024-10-03 01:51:41.706580,15.16
1614,980,136,15,2,2025-02-11 01:51:41.706586,116.94
1615,379,153,13,3,2024-11-06 01:51:41.706592,289.32
1616,974,110,10,3,2025-04-20 01:51:41.706597,96.24
1617,168,66,1,2,2025-01-27 01:51:41.706603,65.14
1618,409,10,13,1,2024-12-23 01:51:41.706608,64.0
1619,508,117,6,3,2024-10-06 01:51:41.706614,118.68
1620,537,152,20,4,2024-08-14 01:51:41.706620,94.2
1621,643,83,12,3,2025-03-16 01:51:41.706625,24.299999999999997
1622,837,187,17,1,2024-11-11 01:51:41.706631,11.82
1623,102,159,18,1,2025-05-20 01:51:41.706636,79.26
1624,886,139,8,3,2024-12-23 01:51:41.706642,189.0
1625,794,134,14,3,2025-02-12 01:51:41.706647,168.63
1626,808,70,5,4,2025-03-20 01:51:41.706653,283.4
1627,806,160,2,3,2025-01-11 01:51:41.706658,40.08
1628,422,39,11,1,2024-07-15 01:51:41.706664,7.58
1629,964,176,3,4,2024-10-01 01:51:41.706669,206.48
1630,775,13,16,3,2024-11-22 01:51:41.706675,20.669999999999998
1631,478,59,16,4,2024-11-30 01:51:41.706681,316.44
1632,926,67,9,4,2024-07-25 01:51:41.706686,234.56
1633,120,184,13,1,2025-05-06 01:51:41.706692,57.78
1634,915,41,10,1,2024-07-24 01:51:41.706697,15.07
1635,743,184,17,2,2025-03-21 01:51:41.706703,115.56
1636,291,35,17,1,2024-12-21 01:51:41.706708,87.5
1637,488,166,10,2,2024-08-25 01:51:41.706714,93.6
1638,161,81,8,1,2024-12-13 01:51:41.706720,64.05
1639,673,195,7,1,2024-11-10 01:51:41.706725,51.53
1640,78,34,14,2,2024-11-16 01:51:41.706731,123.28
1641,38,76,18,2,2025-02-12 01:51:41.706736,178.24
1642,394,70,19,2,2024-07-22 01:51:41.706742,141.7
1643,441,11,18,4,2024-08-30 01:51:41.706747,24.24
1644,540,112,14,2,2025-02-02 01:51:41.706753,121.38
1645,462,27,10,4,2025-03-08 01:51:41.706759,268.76
1646,612,48,1,4,2025-04-29 01:51:41.706764,52.72
1647,294,24,9,2,2025-03-19 01:51:41.706770,17.88
1648,400,18,18,2,2024-07-27 01:51:41.706798,92.34
1649,636,27,13,2,2024-07-07 01:51:41.706808,134.38
1650,917,54,17,1,2025-01-26 01:51:41.706818,69.56
1651,92,55,16,1,2024-10-01 01:51:41.706826,43.56
1652,767,120,11,2,2025-06-25 01:51:41.706836,109.2
1653,609,21,9,3,2025-02-04 01:51:41.706844,127.44
1654,6,187,7,2,2024-12-29 01:51:41.706853,23.64
1655,681,115,1,3,2025-06-03 01:51:41.706861,88.65
1656,895,162,9,1,2025-05-24 01:51:41.706871,28.3
1657,271,120,10,1,2025-03-04 01:51:41.706879,54.6
1658,620,58,16,3,2024-09-11 01:51:41.706888,93.99
1659,899,176,18,1,2024-10-30 01:51:41.706897,51.62
1660,811,54,14,2,2025-04-24 01:51:41.706907,139.12
1661,559,146,11,3,2024-11-29 01:51:41.706913,187.35000000000002
1662,99,3,4,3,2024-11-25 01:51:41.706918,215.07
1663,526,152,19,4,2025-01-05 01:51:41.706924,94.2
1664,194,129,13,1,2024-09-05 01:51:41.706930,20.27
1665,157,6,1,3,2025-01-18 01:51:41.706936,247.68
1666,900,19,19,3,2025-05-04 01:51:41.706941,112.62
1667,666,86,15,3,2024-10-05 01:51:41.706949,204.09
1668,115,115,20,1,2024-08-27 01:51:41.706958,29.55
1669,396,171,15,3,2025-05-04 01:51:41.706967,114.47999999999999
1670,770,123,11,3,2024-09-16 01:51:41.706976,163.89000000000001
1671,657,136,5,2,2025-03-18 01:51:41.706986,116.94
1672,803,197,10,2,2024-11-15 01:51:41.706992,185.42
1673,522,180,18,4,2024-10-27 01:51:41.706997,392.36
1674,880,73,7,3,2024-12-25 01:51:41.707003,52.56
1675,214,47,1,1,2025-04-09 01:51:41.707008,5.33
1676,745,85,3,4,2024-12-27 01:51:41.707014,127.24
1677,683,28,1,4,2024-10-22 01:51:41.707019,272.76
1678,533,46,17,4,2024-07-11 01:51:41.707025,232.56
1679,15,132,15,3,2024-11-05 01:51:41.707031,83.25
1680,419,120,5,4,2024-07-06 01:51:41.707036,218.4
1681,368,136,16,1,2024-12-29 01:51:41.707042,58.47
1682,638,116,12,2,2024-09-20 01:51:41.707047,192.3
1683,853,61,19,2,2024-12-03 01:51:41.707053,160.08
1684,853,17,14,3,2024-08-31 01:51:41.707058,117.0
1685,213,34,3,1,2024-09-08 01:51:41.707064,61.64
1686,700,20,19,1,2025-03-26 01:51:41.707070,12.98
1687,684,162,1,1,2024-12-05 01:51:41.707076,28.3
1688,992,43,1,3,2025-02-14 01:51:41.707082,128.34
1689,759,10,10,1,2024-12-29 01:51:41.707087,64.0
1690,5,94,3,2,2025-04-16 01:51:41.707093,98.14
1691,231,158,13,1,2024-09-17 01:51:41.707098,13.93
1692,201,115,6,1,2025-02-09 01:51:41.707104,29.55
1693,885,153,11,3,2024-11-06 01:51:41.707109,289.32
1694,402,127,6,4,2025-06-06 01:51:41.707115,123.72
1695,149,185,3,4,2024-09-14 01:51:41.707120,382.6
1696,584,110,16,3,2025-04-25 01:51:41.707126,96.24
1697,492,191,9,3,2024-10-24 01:51:41.707131,268.26
1698,226,107,8,3,2025-03-05 01:51:41.707137,270.33
1699,586,105,3,3,2025-04-19 01:51:41.707142,139.17000000000002
1700,819,71,5,1,2024-09-22 01:51:41.707148,69.15
1701,169,175,14,1,2024-07-06 01:51:41.707153,39.27
1702,761,84,5,4,2025-06-21 01:51:41.707159,166.2
1703,792,3,19,3,2024-12-02 01:51:41.707165,215.07
1704,1000,46,5,3,2024-08-12 01:51:41.707170,174.42000000000002
1705,152,164,20,1,2025-01-30 01:51:41.707176,94.46
1706,224,26,20,3,2025-06-26 01:51:41.707181,282.69
1707,504,138,2,2,2024-12-18 01:51:41.707187,89.92
1708,737,162,7,1,2024-09-21 01:51:41.707192,28.3
1709,550,8,1,2,2025-03-10 01:51:41.707198,164.6
1710,44,55,18,1,2024-10-03 01:51:41.707204,43.56
1711,697,91,10,1,2025-01-19 01:51:41.707210,45.95
1712,504,138,6,1,2025-03-18 01:51:41.707216,44.96
1713,955,185,7,4,2025-01-01 01:51:41.707222,382.6
1714,241,114,12,4,2025-05-18 01:51:41.707227,393.68
1715,930,79,18,1,2024-09-22 01:51:41.707232,3.52
1716,843,101,11,1,2025-01-07 01:51:41.707238,39.41
1717,351,86,19,1,2025-01-20 01:51:41.707243,68.03
1718,722,45,4,1,2024-07-15 01:51:41.707249,49.11
1719,23,50,19,3,2024-07-26 01:51:41.707254,104.91
1720,636,64,13,3,2025-02-11 01:51:41.707260,275.25
1721,598,95,19,3,2025-02-19 01:51:41.707266,11.19
1722,43,2,2,4,2025-04-05 01:51:41.707271,363.4
1723,466,173,9,2,2025-01-06 01:51:41.707277,42.24
1724,40,95,8,1,2024-12-30 01:51:41.707282,3.73
1725,303,62,14,3,2025-02-22 01:51:41.707288,247.26
1726,681,142,9,3,2024-10-28 01:51:41.707293,298.17
1727,175,74,13,3,2025-04-03 01:51:41.707299,130.85999999999999
1728,999,100,18,1,2025-04-26 01:51:41.707304,4.06
1729,532,111,6,1,2025-01-24 01:51:41.707310,88.95
1730,461,104,3,2,2025-02-02 01:51:41.707315,151.74
1731,621,15,10,4,2024-07-26 01:51:41.707321,275.88
1732,193,14,10,2,2025-03-07 01:51:41.707326,121.56
1733,244,159,10,1,2024-11-29 01:51:41.707332,79.26
1734,836,157,9,2,2024-09-10 01:51:41.707337,174.26
1735,280,27,12,3,2024-10-21 01:51:41.707344,201.57
1736,740,85,8,2,2025-02-08 01:51:41.707353,63.62
1737,36,9,9,3,2024-10-24 01:51:41.707361,3.4499999999999997
1738,557,20,17,2,2024-09-02 01:51:41.707371,25.96
1739,898,186,8,3,2025-06-06 01:51:41.707378,62.550000000000004
1740,540,79,18,2,2024-09-27 01:51:41.707383,7.04
1741,154,177,20,4,2025-04-22 01:51:41.707389,198.96
1742,23,57,17,2,2025-03-10 01:51:41.707394,56.52
1743,719,144,6,1,2024-07-03 01:51:41.707400,62.72
1744,932,100,10,1,2025-03-11 01:51:41.707406,4.06
1745,91,75,1,3,2024-07-02 01:51:41.707411,45.36
1746,390,136,1,1,2024-09-01 01:51:41.707417,58.47
1747,931,67,9,3,2025-04-01 01:51:41.707422,175.92000000000002
1748,359,19,20,4,2025-06-13 01:51:41.707428,150.16
1749,550,105,3,1,2025-02-02 01:51:41.707433,46.39
1750,931,195,6,1,2024-11-16 01:51:41.707439,51.53
1751,228,164,7,3,2024-11-29 01:51:41.707444,283.38
1752,202,188,9,4,2024-07-06 01:51:41.707450,342.16
1753,350,164,5,4,2025-01-31 01:51:41.707455,377.84
1754,821,11,16,2,2024-12-21 01:51:41.707461,12.12
1755,766,51,2,3,2025-05-22 01:51:41.707467,219.57
1756,38,126,3,3,2024-11-01 01:51:41.707472,133.8
1757,733,80,3,4,2025-02-13 01:51:41.707478,259.76
1758,500,183,20,3,2024-07-21 01:51:41.707483,230.07
1759,699,54,10,1,2025-01-02 01:51:41.707490,69.56
1760,43,17,3,1,2024-12-13 01:51:41.707499,39.0
1761,871,190,15,1,2024-12-10 01:51:41.707508,84.85
1762,626,170,14,3,2025-05-01 01:51:41.707517,177.84
1763,772,24,4,2,2024-12-21 01:51:41.707531,17.88
1764,517,145,10,2,2025-06-26 01:51:41.707540,114.74
1765,68,48,11,4,2024-11-06 01:51:41.707549,52.72
1766,740,84,11,3,2025-01-01 01:51:41.707559,124.64999999999999
1767,123,198,8,4,2024-08-24 01:51:41.707568,11.56
1768,685,7,9,3,2025-05-25 01:51:41.707578,286.65
1769,336,142,8,2,2025-05-06 01:51:41.707587,198.78
1770,153,11,12,1,2024-11-06 01:51:41.707597,6.06
1771,974,12,17,3,2024-07-08 01:51:41.707607,79.5
1772,779,110,15,2,2024-07-17 01:51:41.707617,64.16
1773,669,133,19,2,2024-12-16 01:51:41.707626,193.36
1774,162,133,20,2,2025-04-19 01:51:41.707635,193.36
1775,214,128,6,1,2025-05-03 01:51:41.707644,26.67
1776,910,148,5,2,2024-11-03 01:51:41.707653,80.24
1777,376,54,8,4,2025-06-29 01:51:41.707662,278.24
1778,920,55,18,2,2024-07-06 01:51:41.707672,87.12
1779,443,186,15,2,2024-12-25 01:51:41.707681,41.7
1780,423,79,3,3,2024-08-28 01:51:41.707690,10.56
1781,538,90,14,3,2025-06-01 01:51:41.707700,296.46
1782,939,97,15,3,2024-10-07 01:51:41.707708,289.32
1783,804,127,13,2,2025-03-15 01:51:41.707714,61.86
1784,935,30,20,2,2024-08-03 01:51:41.707719,119.54
1785,701,24,9,4,2025-04-02 01:51:41.707725,35.76
1786,912,131,17,1,2024-12-08 01:51:41.707730,34.9
1787,634,122,19,2,2024-11-23 01:51:41.707737,111.64
1788,230,100,4,1,2025-03-29 01:51:41.707742,4.06
1789,59,176,20,2,2025-03-20 01:51:41.707748,103.24
1790,96,71,10,1,2024-11-20 01:51:41.707780,69.15
1791,262,150,3,3,2024-12-27 01:51:41.707786,144.24
1792,354,14,19,2,2024-12-29 01:51:41.707792,121.56
1793,312,48,9,4,2025-01-20 01:51:41.707798,52.72
1794,136,29,5,1,2024-10-27 01:51:41.707803,36.83
1795,862,50,14,3,2025-05-31 01:51:41.707809,104.91
1796,795,138,7,4,2025-05-10 01:51:41.707814,179.84
1797,967,199,6,3,2024-07-21 01:51:41.707820,144.63
1798,923,27,8,2,2025-04-16 01:51:41.707825,134.38
1799,473,79,2,4,2024-09-26 01:51:41.707831,14.08
1800,632,96,14,1,2025-05-22 01:51:41.707836,51.04
1801,430,156,7,1,2025-03-22 01:51:41.707842,53.81
1802,937,137,3,4,2025-03-12 01:51:41.707848,59.12
1803,975,71,20,1,2024-08-14 01:51:41.707853,69.15
1804,537,80,6,3,2024-10-25 01:51:41.707859,194.82
1805,854,154,14,4,2024-12-22 01:51:41.707864,364.16
1806,146,81,12,1,2024-12-31 01:51:41.707870,64.05
1807,524,87,18,3,2024-07-31 01:51:41.707875,182.91
1808,87,8,12,1,2024-12-04 01:51:41.707881,82.3
1809,947,2,7,3,2025-06-09 01:51:41.707887,272.54999999999995
1810,109,185,5,2,2025-01-16 01:51:41.707892,191.3
1811,423,180,12,3,2025-03-24 01:51:41.707897,294.27
1812,345,186,9,1,2024-12-05 01:51:41.707903,20.85
1813,266,123,11,3,2025-06-23 01:51:41.707909,163.89000000000001
1814,734,121,4,1,2024-12-23 01:51:41.707914,16.26
1815,586,96,14,4,2025-01-07 01:51:41.707919,204.16
1816,994,93,12,4,2024-10-01 01:51:41.707925,59.64
1817,494,3,18,2,2025-06-14 01:51:41.707931,143.38
1818,333,136,7,3,2025-04-02 01:51:41.707936,175.41
1819,822,187,1,2,2025-02-10 01:51:41.707941,23.64
1820,413,2,13,4,2025-02-06 01:51:41.707947,363.4
1821,614,190,16,3,2025-01-16 01:51:41.707953,254.54999999999998
1822,937,115,5,3,2024-07-29 01:51:41.707961,88.65
1823,649,49,19,2,2025-04-14 01:51:41.707970,112.62
1824,191,101,9,2,2024-10-12 01:51:41.707979,78.82
1825,973,148,9,3,2025-01-19 01:51:41.707989,120.35999999999999
1826,933,29,12,3,2025-06-17 01:51:41.707996,110.49
1827,142,145,18,3,2024-11-04 01:51:41.708002,172.10999999999999
1828,869,74,10,2,2025-04-20 01:51:41.708008,87.24
1829,73,105,17,1,2025-02-08 01:51:41.708013,46.39
1830,840,150,19,4,2024-08-25 01:51:41.708019,192.32
1831,167,6,11,4,2024-09-21 01:51:41.708025,330.24
1832,168,62,16,2,2024-10-05 01:51:41.708034,164.84
1833,566,31,8,3,2024-11-02 01:51:41.708044,6.0
1834,259,190,15,4,2024-10-29 01:51:41.708052,339.4
1835,439,119,11,4,2025-01-19 01:51:41.708062,138.8
1836,111,12,7,4,2025-05-02 01:51:41.708068,106.0
1837,744,12,2,4,2025-06-25 01:51:41.708073,106.0
1838,673,191,19,3,2024-12-16 01:51:41.708079,268.26
1839,864,144,9,2,2025-05-04 01:51:41.708084,125.44
1840,839,25,18,3,2024-08-30 01:51:41.708090,108.35999999999999
1841,531,150,13,3,2024-11-26 01:51:41.708095,144.24
1842,290,91,1,4,2025-06-05 01:51:41.708101,183.8
1843,974,88,19,4,2024-09-01 01:51:41.708107,148.36
1844,562,76,13,3,2025-06-26 01:51:41.708112,267.36
1845,510,18,14,3,2025-06-11 01:51:41.708117,138.51
1846,175,45,17,3,2024-12-15 01:51:41.708123,147.32999999999998
1847,302,111,20,1,2025-05-03 01:51:41.708128,88.95
1848,696,80,1,4,2024-11-01 01:51:41.708134,259.76
1849,185,68,5,2,2025-02-05 01:51:41.708139,75.5
1850,339,140,20,2,2024-10-01 01:51:41.708145,98.8
1851,510,177,14,2,2024-10-25 01:51:41.708150,99.48
1852,819,161,18,1,2025-06-17 01:51:41.708156,79.63
1853,310,191,13,1,2025-06-18 01:51:41.708161,89.42
1854,507,18,12,2,2025-05-18 01:51:41.708166,92.34
1855,346,54,15,2,2025-06-12 01:51:41.708172,139.12
1856,81,112,4,2,2025-04-29 01:51:41.708177,121.38
1857,374,97,9,3,2024-11-04 01:51:41.708183,289.32
1858,156,27,3,4,2024-07-29 01:51:41.708189,268.76
1859,787,78,11,1,2025-03-23 01:51:41.708194,16.29
1860,795,153,15,1,2025-01-19 01:51:41.708200,96.44
1861,432,162,16,3,2025-03-01 01:51:41.708205,84.9
1862,500,88,7,1,2025-05-18 01:51:41.708210,37.09
1863,761,188,7,2,2024-07-06 01:51:41.708218,171.08
1864,147,54,9,1,2024-08-18 01:51:41.708223,69.56
1865,481,87,17,3,2025-02-06 01:51:41.708229,182.91
1866,435,5,13,4,2024-08-08 01:51:41.708235,126.52
1867,519,123,9,2,2024-07-03 01:51:41.708240,109.26
1868,669,164,9,1,2025-05-12 01:51:41.708246,94.46
1869,683,54,20,2,2025-04-27 01:51:41.708251,139.12
1870,69,164,12,4,2024-07-11 01:51:41.708256,377.84
1871,606,197,19,1,2024-09-16 01:51:41.708262,92.71
1872,881,39,15,2,2025-01-18 01:51:41.708267,15.16
1873,875,198,18,3,2025-02-10 01:51:41.708273,8.67
1874,888,109,8,3,2024-08-21 01:51:41.708278,286.92
1875,186,132,6,4,2025-02-23 01:51:41.708284,111.0
1876,904,74,6,4,2024-11-04 01:51:41.708290,174.48
1877,682,65,3,4,2024-08-11 01:51:41.708295,174.68
1878,204,168,3,1,2024-09-08 01:51:41.708301,48.86
1879,554,37,2,4,2024-12-26 01:51:41.708307,51.76
1880,13,67,5,1,2024-12-05 01:51:41.708312,58.64
1881,666,111,20,2,2024-11-23 01:51:41.708318,177.9
1882,274,159,12,3,2024-12-23 01:51:41.708323,237.78000000000003
1883,298,125,6,2,2024-07-20 01:51:41.708328,167.06
1884,51,87,16,3,2024-09-20 01:51:41.708334,182.91
1885,500,47,5,4,2024-07-14 01:51:41.708340,21.32
1886,369,155,6,2,2024-11-06 01:51:41.708345,144.98
1887,724,179,4,2,2024-12-19 01:51:41.708351,173.38
1888,656,148,14,4,2024-09-17 01:51:41.708356,160.48
1889,357,13,3,2,2024-10-15 01:51:41.708361,13.78
1890,3,191,17,1,2024-10-28 01:51:41.708367,89.42
1891,254,44,5,3,2025-02-15 01:51:41.708373,90.63
1892,475,152,6,4,2024-09-24 01:51:41.708378,94.2
1893,847,125,20,1,2024-10-03 01:51:41.708384,83.53
1894,506,119,4,1,2025-01-11 01:51:41.708389,34.7
1895,256,131,13,4,2025-01-23 01:51:41.708395,139.6
1896,610,126,8,2,2024-12-12 01:51:41.708400,89.2
1897,685,138,11,3,2025-05-17 01:51:41.708406,134.88
1898,150,193,19,1,2024-10-10 01:51:41.708411,88.46
1899,488,49,5,2,2025-04-21 01:51:41.708417,112.62
1900,279,124,5,4,2024-07-02 01:51:41.708422,305.72
1901,59,186,3,4,2025-03-20 01:51:41.708428,83.4
1902,446,78,2,3,2025-02-26 01:51:41.708433,48.87
1903,113,130,3,4,2024-08-22 01:51:41.708439,26.84
1904,836,194,15,3,2024-09-18 01:51:41.708445,136.14000000000001
1905,755,103,7,4,2024-11-13 01:51:41.708450,13.24
1906,822,105,3,4,2025-02-05 01:51:41.708456,185.56
1907,569,120,15,1,2024-12-16 01:51:41.708461,54.6
1908,489,31,11,2,2024-11-22 01:51:41.708467,4.0
1909,407,68,16,1,2025-05-02 01:51:41.708472,37.75
1910,367,37,13,3,2025-03-25 01:51:41.708478,38.82
1911,60,24,2,1,2025-01-11 01:51:41.708483,8.94
1912,329,44,20,4,2025-01-09 01:51:41.708488,120.84
1913,728,83,12,4,2025-01-31 01:51:41.708494,32.4
1914,469,41,7,2,2024-07-16 01:51:41.708499,30.14
1915,745,179,1,3,2025-03-01 01:51:41.708505,260.07
1916,567,42,14,4,2025-03-15 01:51:41.708510,8.64
1917,885,108,10,2,2025-06-27 01:51:41.708516,25.0
1918,720,40,3,2,2025-03-30 01:51:41.708521,107.72
1919,63,48,11,4,2025-06-25 01:51:41.708527,52.72
1920,184,113,20,4,2024-09-16 01:51:41.708533,331.36
1921,311,84,15,3,2025-03-17 01:51:41.708538,124.64999999999999
1922,793,4,6,2,2025-02-05 01:51:41.708544,122.36
1923,538,108,18,2,2024-10-03 01:51:41.708549,25.0
1924,177,60,13,2,2025-03-27 01:51:41.708555,90.4
1925,575,114,15,3,2024-11-14 01:51:41.708560,295.26
1926,429,167,3,2,2024-12-11 01:51:41.708565,196.24
1927,73,5,15,1,2024-12-01 01:51:41.708571,31.63
1928,847,106,1,1,2025-06-25 01:51:41.708577,29.64
1929,167,6,10,2,2025-03-11 01:51:41.708582,165.12
1930,225,14,18,1,2024-08-12 01:51:41.708587,60.78
1931,577,198,8,1,2025-03-17 01:51:41.708593,2.89
1932,581,126,12,3,2025-02-12 01:51:41.708599,133.8
1933,952,140,5,2,2024-09-05 01:51:41.708604,98.8
1934,9,62,1,3,2025-03-27 01:51:41.708610,247.26
1935,236,27,8,2,2024-07-29 01:51:41.708615,134.38
1936,710,54,5,4,2024-09-07 01:51:41.708621,278.24
1937,924,90,17,1,2024-11-29 01:51:41.708627,98.82
1938,685,12,15,3,2024-09-13 01:51:41.708632,79.5
1939,794,136,4,3,2025-06-09 01:51:41.708638,175.41
1940,28,74,13,4,2024-12-20 01:51:41.708643,174.48
1941,808,144,17,4,2025-02-01 01:51:41.708649,250.88
1942,911,180,13,1,2024-10-27 01:51:41.708655,98.09
1943,646,26,2,1,2024-10-07 01:51:41.708660,94.23
1944,27,136,4,2,2024-10-23 01:51:41.708666,116.94
1945,550,45,2,2,2025-06-28 01:51:41.708671,98.22
1946,196,84,12,4,2024-08-19 01:51:41.708677,166.2
1947,203,147,19,1,2025-04-16 01:51:41.708682,20.93
1948,85,145,18,1,2025-04-05 01:51:41.708688,57.37
1949,832,103,10,4,2024-10-04 01:51:41.708693,13.24
1950,30,124,5,4,2024-11-18 01:51:41.708699,305.72
1951,466,193,11,3,2025-06-13 01:51:41.708704,265.38
1952,99,123,1,4,2025-03-10 01:51:41.708710,218.52
1953,899,116,3,3,2024-10-23 01:51:41.708715,288.45000000000005
1954,190,157,17,2,2024-11-10 01:51:41.708724,174.26
1955,12,14,15,4,2024-08-06 01:51:41.708733,243.12
1956,603,17,14,4,2024-09-25 01:51:41.708742,156.0
1957,30,13,15,4,2024-12-11 01:51:41.708752,27.56
1958,725,93,16,3,2025-04-09 01:51:41.708761,44.730000000000004
1959,38,63,4,4,2025-02-26 01:51:41.708770,343.6
1960,853,33,19,4,2025-01-07 01:51:41.708779,365.68
1961,572,29,8,1,2025-04-23 01:51:41.708785,36.83
1962,294,37,6,1,2025-05-15 01:51:41.708791,12.94
1963,360,103,16,1,2024-10-18 01:51:41.708800,3.31
1964,655,174,3,4,2024-11-28 01:51:41.708805,305.68
1965,914,24,8,1,2025-06-01 01:51:41.708811,8.94
1966,180,142,5,2,2024-09-23 01:51:41.708816,198.78
1967,797,133,5,1,2024-11-06 01:51:41.708822,96.68
1968,112,125,12,4,2024-10-26 01:51:41.708827,334.12
1969,742,53,1,1,2025-06-06 01:51:41.708833,84.71
1970,444,88,7,1,2025-04-18 01:51:41.708838,37.09
1971,21,98,11,1,2024-12-07 01:51:41.708843,39.04
1972,145,114,10,2,2024-08-21 01:51:41.708849,196.84
1973,499,95,3,2,2025-03-29 01:51:41.708854,7.46
1974,146,158,8,3,2025-02-24 01:51:41.708863,41.79
1975,441,188,1,4,2025-06-06 01:51:41.708873,342.16
1976,887,120,8,2,2024-08-01 01:51:41.708881,109.2
1977,421,73,20,2,2024-07-11 01:51:41.708892,35.04
1978,316,156,11,2,2025-03-07 01:51:41.708901,107.62
1979,166,106,7,4,2025-05-14 01:51:41.708911,118.56
1980,652,26,16,3,2024-11-17 01:51:41.708920,282.69
1981,203,18,7,4,2024-10-08 01:51:41.708930,184.68
1982,496,164,13,1,2025-03-24 01:51:41.708940,94.46
1983,756,136,10,3,2025-06-20 01:51:41.708949,175.41
1984,625,146,17,1,2025-04-07 01:51:41.708959,62.45
1985,468,58,3,2,2024-11-29 01:51:41.708968,62.66
1986,713,160,7,4,2025-01-09 01:51:41.708977,53.44
1987,385,93,11,1,2024-12-04 01:51:41.708986,14.91
1988,314,49,13,3,2025-04-28 01:51:41.708996,168.93
1989,771,176,5,1,2024-10-16 01:51:41.709006,51.62
1990,255,71,19,1,2024-08-03 01:51:41.709016,69.15
1991,959,65,15,2,2025-03-02 01:51:41.709025,87.34
1992,917,33,1,1,2024-09-06 01:51:41.709034,91.42
1993,23,50,5,1,2025-05-08 01:51:41.709044,34.97
1994,905,4,13,2,2024-08-04 01:51:41.709052,122.36
1995,758,119,10,3,2024-10-02 01:51:41.709061,104.10000000000001
1996,339,84,5,2,2024-11-02 01:51:41.709070,83.1
1997,493,117,1,1,2024-10-31 01:51:41.709080,39.56
1998,823,164,10,4,2025-06-13 01:51:41.709087,377.84
1999,511,102,18,2,2024-12-26 01:51:41.709093,33.68
2000,366,156,8,2,2024-07-20 01:51:41.709099,107.62
2001,372,131,20,1,2025-02-07 01:51:41.709106,34.9
2002,915,6,3,4,2024-10-12 01:51:41.709115,330.24
2003,830,173,19,3,2024-07-02 01:51:41.709124,63.36
2004,599,23,19,4,2024-11-04 01:51:41.709134,32.12
2005,219,135,2,2,2024-08-31 01:51:41.709141,70.76
2006,475,120,17,4,2024-09-06 01:51:41.709147,218.4
2007,423,61,16,3,2025-04-16 01:51:41.709153,240.12
2008,356,100,10,4,2024-12-25 01:51:41.709158,16.24
2009,460,65,16,4,2024-08-02 01:51:41.709164,174.68
2010,503,134,5,4,2024-10-28 01:51:41.709170,224.84
2011,27,24,20,2,2025-02-21 01:51:41.709175,17.88
2012,942,37,3,1,2024-08-20 01:51:41.709181,12.94
2013,802,45,3,1,2024-09-21 01:51:41.709186,49.11
2014,801,179,2,4,2025-04-13 01:51:41.709192,346.76
2015,860,100,4,2,2025-04-20 01:51:41.709197,8.12
2016,223,102,18,2,2024-10-11 01:51:41.709203,33.68
2017,864,173,2,2,2024-12-22 01:51:41.709208,42.24
2018,690,63,6,1,2025-04-29 01:51:41.709218,85.9
2019,148,29,3,2,2025-06-19 01:51:41.709224,73.66
2020,424,101,3,4,2025-02-10 01:51:41.709229,157.64
2021,739,109,2,1,2024-10-20 01:51:41.709235,95.64
2022,351,96,3,2,2025-05-19 01:51:41.709241,102.08
2023,186,153,17,4,2025-06-14 01:51:41.709249,385.76
2024,415,10,14,1,2025-04-29 01:51:41.709259,64.0
2025,806,35,7,2,2024-10-21 01:51:41.709267,175.0
2026,982,55,6,3,2024-09-12 01:51:41.709273,130.68
2027,429,153,8,4,2025-06-23 01:51:41.709278,385.76
2028,41,173,19,3,2024-08-10 01:51:41.709299,63.36
2029,905,96,19,1,2025-04-02 01:51:41.709305,51.04
2030,393,123,12,2,2024-12-05 01:51:41.709310,109.26
2031,703,12,5,4,2024-09-12 01:51:41.709316,106.0
2032,79,4,5,4,2024-09-20 01:51:41.709321,244.72
2033,717,106,14,4,2025-03-05 01:51:41.709327,118.56
2034,896,90,17,3,2024-07-17 01:51:41.709332,296.46
2035,790,67,16,2,2025-01-07 01:51:41.709338,117.28
2036,784,145,4,2,2025-04-16 01:51:41.709344,114.74
2037,544,65,8,2,2025-03-22 01:51:41.709349,87.34
2038,450,82,3,3,2025-01-31 01:51:41.709354,104.16
2039,474,105,5,1,2024-10-04 01:51:41.709360,46.39
2040,142,181,7,3,2025-04-21 01:51:41.709366,124.05000000000001
2041,251,84,18,1,2025-01-02 01:51:41.709371,41.55
2042,294,185,8,3,2025-02-27 01:51:41.709377,286.95000000000005
