review_id,customer_id,product_id,rating,review_text,review_date
472,941,139,4,Would not buy again,2025-01-24 01:51:43.888674
473,312,107,5,Excellent!,2024-08-17 01:51:43.888684
474,599,12,5,Not bad,2024-12-28 01:51:43.888693
475,517,176,1,Excellent!,2024-12-30 01:51:43.888699
476,684,103,4,Not bad,2025-04-07 01:51:43.888705
477,633,63,4,Excellent!,2025-04-27 01:51:43.888711
478,668,27,4,Excellent!,2025-05-10 01:51:43.888716
479,599,35,5,Just okay,2025-06-28 01:51:43.888722
480,426,130,5,Excellent!,2025-04-15 01:51:43.888727
481,610,136,2,Would not buy again,2025-02-16 01:51:43.888733
482,415,20,5,Not bad,2024-08-09 01:51:43.888739
483,135,8,5,Great product!,2025-04-22 01:51:43.888744
484,519,191,2,Excellent!,2025-01-20 01:51:43.888750
485,772,68,5,Great product!,2025-03-27 01:51:43.888756
486,364,159,1,Just okay,2025-06-15 01:51:43.888761
487,384,160,1,Great product!,2024-11-13 01:51:43.888767
488,32,141,2,Would not buy again,2024-10-07 01:51:43.888772
489,540,86,2,Would not buy again,2024-08-29 01:51:43.888778
490,952,26,1,Just okay,2024-07-23 01:51:43.888784
491,772,81,4,Would not buy again,2025-06-25 01:51:43.888790
492,487,157,5,Not bad,2025-03-13 01:51:43.888796
493,756,120,3,Would not buy again,2025-02-08 01:51:43.888801
494,365,18,3,Excellent!,2025-01-27 01:51:43.888807
495,264,69,2,Would not buy again,2024-12-06 01:51:43.888812
496,142,140,3,Not bad,2025-01-16 01:51:43.888818
497,30,130,4,Just okay,2024-10-14 01:51:43.888824
498,899,170,3,Would not buy again,2025-01-09 01:51:43.888829
499,130,135,1,Not bad,2025-03-02 01:51:43.888836
500,778,47,2,Excellent!,2025-02-11 01:51:43.888842
501,70,123,3,Great product!,2025-01-14 01:51:43.888848
502,119,54,5,Great product!,2025-04-08 01:51:43.888854
503,327,15,2,Just okay,2024-12-19 01:51:43.888859
504,912,186,4,Just okay,2024-09-28 01:51:43.888865
505,70,161,1,Great product!,2024-10-06 01:51:43.888870
506,208,195,3,Great product!,2025-05-24 01:51:43.888876
507,91,191,1,Just okay,2024-09-01 01:51:43.888882
508,120,176,4,Great product!,2024-07-28 01:51:43.888888
509,972,66,3,Would not buy again,2024-11-01 01:51:43.888893
510,982,81,2,Not bad,2024-08-05 01:51:43.888899
511,207,193,2,Just okay,2024-12-14 01:51:43.888906
512,406,36,5,Not bad,2024-09-06 01:51:43.888911
513,768,17,4,Excellent!,2025-06-26 01:51:43.888917
514,547,2,3,Excellent!,2024-07-11 01:51:43.888924
515,124,33,1,Would not buy again,2025-03-20 01:51:43.888930
516,112,93,1,Excellent!,2025-02-13 01:51:43.888935
517,207,124,3,Just okay,2024-09-11 01:51:43.888941
518,983,134,4,Would not buy again,2025-04-26 01:51:43.888947
519,614,171,4,Would not buy again,2025-04-25 01:51:43.888952
520,945,100,1,Just okay,2024-10-04 01:51:43.888958
521,386,88,3,Great product!,2025-05-15 01:51:43.888964
522,706,11,3,Not bad,2024-07-01 01:51:43.888970
523,753,5,1,Just okay,2025-01-02 01:51:43.888976
524,147,30,3,Great product!,2025-04-24 01:51:43.888982
525,965,138,3,Great product!,2025-03-08 01:51:43.888987
526,132,91,2,Excellent!,2025-06-05 01:51:43.888993
527,732,91,2,Would not buy again,2025-05-15 01:51:43.888999
528,850,152,5,Would not buy again,2024-12-06 01:51:43.889004
529,104,187,5,Excellent!,2025-04-19 01:51:43.889010
530,553,122,4,Excellent!,2024-10-15 01:51:43.889015
531,568,118,2,Would not buy again,2025-06-01 01:51:43.889021
532,823,195,2,Just okay,2025-06-28 01:51:43.889027
533,762,61,2,Just okay,2025-06-22 01:51:43.889032
534,242,102,2,Just okay,2025-06-23 01:51:43.889038
535,927,26,4,Just okay,2025-06-22 01:51:43.889044
536,639,109,1,Excellent!,2025-01-30 01:51:43.889049
537,662,112,4,Not bad,2025-02-09 01:51:43.889055
538,331,39,1,Not bad,2024-07-30 01:51:43.889060
539,944,3,5,Would not buy again,2024-09-30 01:51:43.889066
540,848,38,2,Not bad,2025-06-04 01:51:43.889072
541,896,42,1,Just okay,2024-07-18 01:51:43.889078
542,900,48,4,Excellent!,2025-04-21 01:51:43.889084
543,149,13,1,Just okay,2024-11-24 01:51:43.889090
544,169,89,3,Great product!,2024-09-14 01:51:43.889095
545,557,88,5,Excellent!,2024-10-18 01:51:43.889102
546,985,56,5,Great product!,2025-03-20 01:51:43.889107
547,84,187,2,Great product!,2025-02-04 01:51:43.889115
548,520,63,2,Would not buy again,2025-01-24 01:51:43.889124
549,107,80,4,Great product!,2024-07-18 01:51:43.889134
550,885,43,1,Not bad,2025-02-11 01:51:43.889143
551,265,75,3,Not bad,2025-02-08 01:51:43.889152
552,658,57,5,Great product!,2025-03-14 01:51:43.889157
553,31,149,1,Would not buy again,2024-07-07 01:51:43.889163
554,756,182,3,Great product!,2024-08-15 01:51:43.889169
555,547,181,1,Excellent!,2025-04-28 01:51:43.889174
556,247,173,2,Excellent!,2024-10-03 01:51:43.889180
557,926,164,5,Excellent!,2024-12-27 01:51:43.889186
558,530,63,3,Excellent!,2024-07-10 01:51:43.889192
559,979,126,2,Great product!,2024-08-12 01:51:43.889197
560,937,125,4,Just okay,2025-06-30 01:51:43.889203
561,24,1,4,Just okay,2025-06-24 01:51:43.889209
562,498,92,2,Excellent!,2025-06-30 01:51:43.889214
563,854,195,3,Would not buy again,2024-10-13 01:51:43.889220
564,304,119,3,Would not buy again,2025-05-15 01:51:43.889225
565,398,161,5,Great product!,2024-07-10 01:51:43.889231
566,403,32,2,Just okay,2024-10-08 01:51:43.889237
567,316,186,4,Great product!,2025-06-29 01:51:43.889243
568,861,126,2,Not bad,2025-06-08 01:51:43.889248
569,278,26,1,Excellent!,2024-07-07 01:51:43.889254
570,542,61,3,Not bad,2024-09-01 01:51:43.889259
571,143,112,1,Not bad,2025-04-08 01:51:43.889265
572,789,145,4,Would not buy again,2024-12-09 01:51:43.889271
573,410,69,3,Just okay,2024-11-16 01:51:43.889279
574,356,29,4,Excellent!,2024-10-22 01:51:43.889287
575,524,63,4,Great product!,2024-08-30 01:51:43.889297
576,903,134,4,Excellent!,2025-01-31 01:51:43.889306
577,203,105,5,Great product!,2024-10-27 01:51:43.889313
578,250,187,4,Great product!,2024-08-29 01:51:43.889319
579,103,115,4,Just okay,2025-06-14 01:51:43.889324
580,468,21,1,Not bad,2024-08-31 01:51:43.889330
581,35,173,1,Great product!,2025-06-29 01:51:43.889336
582,324,173,1,Just okay,2024-12-16 01:51:43.889342
583,898,87,3,Not bad,2024-07-25 01:51:43.889347
584,532,35,5,Not bad,2024-10-05 01:51:43.889353
585,559,52,3,Excellent!,2025-05-01 01:51:43.889359
586,596,46,5,Excellent!,2024-10-07 01:51:43.889364
587,268,194,5,Excellent!,2025-03-26 01:51:43.889370
588,53,57,2,Would not buy again,2024-09-21 01:51:43.889376
589,785,42,2,Not bad,2024-10-27 01:51:43.889382
590,18,77,2,Would not buy again,2025-05-27 01:51:43.889388
591,104,98,5,Excellent!,2024-09-30 01:51:43.889393
592,152,16,5,Just okay,2025-04-24 01:51:43.889399
593,840,133,3,Excellent!,2024-12-24 01:51:43.889405
594,677,1,5,Great product!,2025-05-21 01:51:43.889415
595,873,150,4,Just okay,2025-03-27 01:51:43.889421
596,414,48,4,Just okay,2025-01-11 01:51:43.889427
597,84,122,5,Not bad,2025-04-25 01:51:43.889434
598,308,26,4,Would not buy again,2024-08-27 01:51:43.889444
599,151,34,5,Great product!,2025-03-04 01:51:43.889454
600,549,114,2,Just okay,2024-07-25 01:51:43.889464
601,379,58,5,Would not buy again,2025-01-11 01:51:43.889473
602,458,135,2,Would not buy again,2024-12-27 01:51:43.889480
603,353,25,1,Great product!,2025-04-22 01:51:43.889486
604,664,185,4,Great product!,2024-10-29 01:51:43.889491
605,868,140,1,Excellent!,2025-01-23 01:51:43.889497
606,376,159,4,Excellent!,2024-09-20 01:51:43.889503
607,208,27,1,Just okay,2025-03-16 01:51:43.889508
608,562,86,5,Just okay,2025-05-26 01:51:43.889514
609,732,162,1,Just okay,2024-07-18 01:51:43.889520
610,460,118,4,Excellent!,2024-12-18 01:51:43.889525
611,404,81,3,Just okay,2024-10-06 01:51:43.889534
612,559,75,4,Just okay,2025-04-16 01:51:43.889544
613,530,93,3,Excellent!,2024-09-24 01:51:43.889553
614,485,34,5,Excellent!,2024-08-14 01:51:43.889559
615,122,115,4,Just okay,2024-07-18 01:51:43.889565
616,794,165,1,Just okay,2025-04-12 01:51:43.889571
617,120,186,5,Would not buy again,2025-03-25 01:51:43.889577
618,251,113,4,Not bad,2024-09-22 01:51:43.889582
619,839,112,5,Excellent!,2025-03-05 01:51:43.889588
620,299,60,3,Not bad,2024-11-20 01:51:43.889594
621,47,26,5,Excellent!,2024-10-22 01:51:43.889600
622,597,126,1,Would not buy again,2025-04-12 01:51:43.889605
623,299,173,4,Not bad,2024-08-21 01:51:43.889611
624,896,45,3,Would not buy again,2025-01-12 01:51:43.889616
625,672,32,5,Great product!,2025-01-25 01:51:43.889622
626,519,197,2,Not bad,2024-08-01 01:51:43.889628
627,245,71,3,Not bad,2024-08-07 01:51:43.889633
628,727,23,3,Not bad,2025-06-29 01:51:43.889639
629,724,193,1,Great product!,2024-12-10 01:51:43.889645
630,724,167,1,Great product!,2024-10-16 01:51:43.889650
631,800,195,5,Would not buy again,2024-10-23 01:51:43.889656
632,218,173,2,Great product!,2025-02-05 01:51:43.889662
633,996,195,3,Excellent!,2024-08-10 01:51:43.889668
634,763,63,5,Just okay,2024-09-29 01:51:43.889673
635,344,70,2,Not bad,2025-06-12 01:51:43.889679
636,833,54,5,Would not buy again,2024-10-22 01:51:43.889687
637,314,27,3,Would not buy again,2024-09-20 01:51:43.889696
638,693,93,5,Would not buy again,2024-08-04 01:51:43.889706
639,604,79,1,Would not buy again,2025-05-12 01:51:43.889716
640,730,36,1,Not bad,2024-08-24 01:51:43.889724
641,290,133,4,Would not buy again,2025-02-14 01:51:43.889730
642,602,195,2,Not bad,2024-11-17 01:51:43.889736
643,996,179,3,Would not buy again,2024-11-22 01:51:43.889742
644,197,32,2,Would not buy again,2025-03-10 01:51:43.889749
645,696,149,1,Just okay,2025-02-02 01:51:43.889754
646,578,17,3,Excellent!,2025-05-14 01:51:43.889760
647,416,154,4,Great product!,2025-05-04 01:51:43.889766
648,610,22,1,Great product!,2024-12-16 01:51:43.889771
649,306,41,1,Great product!,2024-11-18 01:51:43.889777
650,478,59,2,Excellent!,2025-02-14 01:51:43.889783
651,536,75,5,Not bad,2024-12-18 01:51:43.889789
652,220,122,2,Great product!,2024-12-07 01:51:43.889795
653,686,10,1,Great product!,2025-06-13 01:51:43.889801
654,899,87,2,Great product!,2024-10-06 01:51:43.889806
655,757,5,5,Not bad,2024-11-28 01:51:43.889812
656,626,55,4,Excellent!,2024-12-07 01:51:43.889818
657,778,26,3,Excellent!,2025-02-27 01:51:43.889823
658,902,4,1,Not bad,2025-06-15 01:51:43.889829
659,354,107,2,Just okay,2025-01-17 01:51:43.889835
660,735,27,1,Would not buy again,2025-02-03 01:51:43.889840
661,820,126,3,Not bad,2024-09-28 01:51:43.889846
662,235,186,2,Would not buy again,2024-11-10 01:51:43.889852
663,306,3,4,Excellent!,2025-06-06 01:51:43.889858
664,110,50,3,Would not buy again,2024-10-06 01:51:43.889863
665,314,125,5,Great product!,2024-07-01 01:51:43.889869
666,948,26,5,Would not buy again,2024-09-09 01:51:43.889875
667,13,146,1,Would not buy again,2025-04-21 01:51:43.889881
668,637,135,5,Excellent!,2024-12-13 01:51:43.889886
669,827,117,2,Just okay,2025-05-15 01:51:43.889892
670,167,45,5,Would not buy again,2025-06-06 01:51:43.889898
671,53,141,4,Excellent!,2024-11-30 01:51:43.889903
672,186,6,2,Great product!,2025-05-29 01:51:43.889909
673,276,163,1,Would not buy again,2024-11-29 01:51:43.889915
674,447,53,1,Would not buy again,2024-12-02 01:51:43.889921
675,352,196,5,Great product!,2025-06-02 01:51:43.889927
676,10,170,5,Not bad,2024-10-15 01:51:43.889932
677,410,4,1,Just okay,2025-05-23 01:51:43.889938
678,147,60,2,Great product!,2024-10-14 01:51:43.889944
679,477,173,3,Great product!,2025-01-17 01:51:43.889949
680,829,72,1,Great product!,2025-03-28 01:51:43.889955
681,845,75,4,Not bad,2024-11-23 01:51:43.889961
682,630,66,2,Great product!,2024-10-06 01:51:43.889966
683,930,22,3,Not bad,2025-03-05 01:51:43.889972
684,852,140,3,Just okay,2025-04-26 01:51:43.889978
685,428,51,2,Not bad,2024-12-20 01:51:43.889983
686,488,145,1,Just okay,2024-08-15 01:51:43.889989
687,530,164,3,Just okay,2025-05-27 01:51:43.889995
688,377,93,4,Just okay,2025-01-07 01:51:43.890001
689,738,49,2,Excellent!,2025-03-11 01:51:43.890006
690,112,16,5,Just okay,2024-08-27 01:51:43.890013
691,584,44,1,Not bad,2024-09-14 01:51:43.890018
692,656,107,2,Excellent!,2024-07-26 01:51:43.890024
693,616,150,4,Great product!,2025-04-12 01:51:43.890030
694,215,94,3,Great product!,2025-03-12 01:51:43.890037
695,992,8,1,Would not buy again,2025-03-31 01:51:43.890043
696,510,110,1,Just okay,2024-12-27 01:51:43.890049
697,511,18,2,Would not buy again,2025-05-21 01:51:43.890054
698,589,80,2,Just okay,2025-04-05 01:51:43.890060
699,26,118,4,Just okay,2024-11-19 01:51:43.890066
700,742,72,5,Not bad,2025-05-11 01:51:43.890071
701,193,94,2,Not bad,2025-02-25 01:51:43.890077
702,962,38,2,Great product!,2025-02-05 01:51:43.890083
703,103,157,2,Excellent!,2025-05-21 01:51:43.890088
704,205,81,4,Great product!,2024-07-11 01:51:43.890094
705,411,107,3,Just okay,2024-07-03 01:51:43.890100
706,772,130,5,Excellent!,2025-06-07 01:51:43.890105
707,745,187,4,Would not buy again,2024-09-01 01:51:43.890111
708,51,42,2,Just okay,2024-09-20 01:51:43.890117
709,980,118,3,Not bad,2025-05-26 01:51:43.890122
710,131,21,2,Great product!,2024-09-27 01:51:43.890128
711,343,130,4,Great product!,2024-12-29 01:51:43.890134
712,578,5,1,Would not buy again,2024-08-10 01:51:43.890140
713,400,17,2,Great product!,2025-01-28 01:51:43.890147
714,202,24,3,Great product!,2024-12-31 01:51:43.890153
715,796,136,5,Excellent!,2024-09-04 01:51:43.890158
716,300,158,1,Just okay,2025-01-28 01:51:43.890164
717,146,178,2,Excellent!,2025-02-01 01:51:43.890170
718,770,150,2,Excellent!,2025-06-29 01:51:43.890176
719,462,59,3,Great product!,2024-09-07 01:51:43.890181
720,940,152,1,Just okay,2025-05-08 01:51:43.890187
721,916,26,1,Great product!,2024-10-28 01:51:43.890197
722,824,61,1,Great product!,2025-05-16 01:51:43.890206
723,504,136,2,Excellent!,2025-04-17 01:51:43.890216
724,888,12,1,Not bad,2025-02-02 01:51:43.890225
725,616,14,2,Not bad,2025-06-28 01:51:43.890231
726,151,30,2,Excellent!,2025-06-22 01:51:43.890237
727,630,183,1,Excellent!,2025-06-29 01:51:43.890242
728,316,99,4,Great product!,2024-11-05 01:51:43.890248
729,199,189,5,Just okay,2025-06-03 01:51:43.890253
730,429,62,5,Great product!,2024-09-14 01:51:43.890259
731,303,31,4,Great product!,2025-01-01 01:51:43.890265
732,846,27,1,Would not buy again,2024-08-20 01:51:43.890270
733,933,1,2,Great product!,2024-10-08 01:51:43.890276
734,904,41,3,Just okay,2025-04-09 01:51:43.890282
735,498,142,4,Great product!,2024-07-17 01:51:43.890287
736,901,74,5,Excellent!,2024-10-21 01:51:43.890293
737,791,178,5,Just okay,2024-10-16 01:51:43.890299
738,105,42,2,Excellent!,2025-05-14 01:51:43.890304
739,10,199,5,Would not buy again,2025-02-17 01:51:43.890310
740,625,40,5,Would not buy again,2024-09-04 01:51:43.890316
741,27,14,2,Just okay,2024-12-14 01:51:43.890322
742,611,100,1,Not bad,2024-09-12 01:51:43.890328
743,769,91,5,Not bad,2025-02-15 01:51:43.890334
744,327,139,1,Just okay,2025-04-09 01:51:43.890340
745,495,191,3,Just okay,2024-10-08 01:51:43.890346
746,883,106,1,Excellent!,2024-07-08 01:51:43.890351
747,648,49,2,Would not buy again,2024-11-24 01:51:43.890357
748,907,165,2,Just okay,2024-07-17 01:51:43.890363
749,738,106,2,Great product!,2025-06-12 01:51:43.890368
750,127,138,5,Excellent!,2025-06-13 01:51:43.890374
751,116,182,4,Would not buy again,2025-01-03 01:51:43.890379
752,924,7,5,Excellent!,2025-06-08 01:51:43.890385
753,802,81,1,Would not buy again,2024-08-20 01:51:43.890405
754,171,140,3,Great product!,2024-10-30 01:51:43.890411
755,212,101,3,Would not buy again,2025-03-16 01:51:43.890416
756,924,55,3,Excellent!,2025-02-20 01:51:43.890422
757,945,164,3,Would not buy again,2025-06-21 01:51:43.890428
758,189,7,4,Excellent!,2024-12-14 01:51:43.890433
759,490,152,3,Just okay,2024-08-30 01:51:43.890439
760,933,34,5,Great product!,2024-08-23 01:51:43.890445
761,387,126,3,Excellent!,2025-04-02 01:51:43.890451
762,777,193,2,Not bad,2025-02-07 01:51:43.890459
763,726,29,1,Not bad,2024-09-09 01:51:43.890465
764,601,26,5,Would not buy again,2025-03-14 01:51:43.890471
765,130,74,4,Just okay,2024-07-14 01:51:43.890476
766,23,193,5,Just okay,2024-12-09 01:51:43.890482
767,179,45,2,Not bad,2025-05-18 01:51:43.890488
768,401,17,3,Would not buy again,2025-06-23 01:51:43.890493
769,505,164,3,Just okay,2024-09-03 01:51:43.890499
770,921,63,4,Just okay,2024-07-13 01:51:43.890505
771,972,151,1,Would not buy again,2025-01-29 01:51:43.890512
772,411,93,3,Excellent!,2025-06-14 01:51:43.890522
773,532,66,4,Not bad,2024-07-27 01:51:43.890531
774,329,92,3,Just okay,2024-11-06 01:51:43.890542
775,471,117,5,Excellent!,2024-07-31 01:51:43.890551
776,420,42,4,Excellent!,2025-05-06 01:51:43.890557
777,412,71,4,Excellent!,2025-05-18 01:51:43.890563
778,754,75,4,Excellent!,2024-08-26 01:51:43.890568
779,752,71,3,Great product!,2024-11-02 01:51:43.890574
780,29,43,4,Great product!,2025-05-23 01:51:43.890580
781,245,55,5,Would not buy again,2025-02-21 01:51:43.890585
782,632,56,1,Not bad,2025-03-25 01:51:43.890591
783,938,79,1,Would not buy again,2024-09-23 01:51:43.890597
784,826,159,2,Great product!,2025-04-12 01:51:43.890603
785,886,83,5,Would not buy again,2024-09-16 01:51:43.890612
786,544,184,5,Would not buy again,2024-07-31 01:51:43.890622
787,652,121,4,Excellent!,2024-11-09 01:51:43.890631
788,670,176,2,Just okay,2024-08-01 01:51:43.890637
789,60,180,5,Great product!,2025-01-13 01:51:43.890643
790,139,72,5,Great product!,2025-04-13 01:51:43.890649
791,357,1,5,Would not buy again,2025-04-21 01:51:43.890655
792,212,130,3,Just okay,2024-10-11 01:51:43.890660
793,139,93,5,Would not buy again,2024-12-13 01:51:43.890666
794,368,42,3,Not bad,2024-12-02 01:51:43.890672
795,623,74,5,Great product!,2025-06-13 01:51:43.890677
796,486,9,1,Excellent!,2024-10-01 01:51:43.890683
797,493,114,3,Excellent!,2024-12-03 01:51:43.890688
798,336,31,3,Excellent!,2025-03-06 01:51:43.890694
799,763,96,4,Great product!,2025-03-19 01:51:43.890699
800,611,2,5,Great product!,2025-04-15 01:51:43.890705
801,178,24,2,Excellent!,2024-08-20 01:51:43.890711
802,513,171,2,Great product!,2025-06-20 01:51:43.890716
803,601,198,2,Excellent!,2025-05-11 01:51:43.890722
804,113,200,2,Not bad,2025-06-24 01:51:43.890728
805,283,43,1,Not bad,2025-05-25 01:51:43.890733
806,116,51,2,Not bad,2024-10-13 01:51:43.890739
807,544,174,4,Would not buy again,2025-04-30 01:51:43.890744
808,774,75,2,Would not buy again,2024-12-13 01:51:43.890750
809,41,99,4,Just okay,2024-08-05 01:51:43.890756
810,932,1,3,Just okay,2025-04-02 01:51:43.890761
811,167,124,5,Just okay,2025-04-13 01:51:43.890924
812,855,117,2,Not bad,2025-05-07 01:51:43.890953
813,221,87,4,Not bad,2024-11-22 01:51:43.890962
814,926,195,4,Not bad,2025-03-31 01:51:43.890972
815,726,129,5,Great product!,2025-04-18 01:51:43.890982
816,313,118,3,Great product!,2025-05-06 01:51:43.890990
817,907,63,2,Not bad,2024-11-11 01:51:43.891000
818,346,76,4,Excellent!,2025-01-03 01:51:43.891010
819,471,190,2,Just okay,2025-05-01 01:51:43.891016
820,131,189,1,Would not buy again,2024-07-06 01:51:43.891021
821,48,168,4,Just okay,2025-03-06 01:51:43.891027
822,134,95,3,Excellent!,2025-04-14 01:51:43.891033
823,519,157,5,Great product!,2024-11-07 01:51:43.891038
824,556,35,4,Not bad,2025-05-29 01:51:43.891044
825,999,92,1,Great product!,2025-05-07 01:51:43.891049
826,317,85,5,Great product!,2024-10-31 01:51:43.891055
827,438,139,3,Excellent!,2024-09-30 01:51:43.891061
828,435,139,2,Great product!,2025-04-18 01:51:43.891068
829,86,191,2,Great product!,2025-06-10 01:51:43.891077
830,48,197,4,Just okay,2024-07-13 01:51:43.891086
831,490,56,5,Just okay,2024-12-12 01:51:43.891096
832,829,7,1,Excellent!,2025-01-28 01:51:43.891101
833,865,51,1,Not bad,2024-10-20 01:51:43.891107
834,424,39,3,Just okay,2024-12-06 01:51:43.891117
835,387,42,5,Great product!,2025-02-02 01:51:43.891126
836,926,72,5,Would not buy again,2024-12-30 01:51:43.891135
837,240,53,2,Just okay,2024-09-02 01:51:43.891144
838,664,91,3,Would not buy again,2024-09-07 01:51:43.891149
839,451,149,3,Not bad,2024-10-13 01:51:43.891155
840,258,30,3,Great product!,2025-05-18 01:51:43.891161
841,44,123,5,Just okay,2025-02-07 01:51:43.891167
842,168,129,2,Not bad,2024-10-30 01:51:43.891173
843,787,24,3,Excellent!,2025-06-26 01:51:43.891179
844,191,125,2,Not bad,2025-04-30 01:51:43.891184
845,664,134,3,Excellent!,2024-07-20 01:51:43.891189
846,562,6,5,Excellent!,2025-06-05 01:51:43.891195
847,276,127,2,Just okay,2024-08-18 01:51:43.891201
848,825,117,4,Would not buy again,2024-08-10 01:51:43.891211
849,369,197,3,Excellent!,2024-12-29 01:51:43.891221
850,306,190,5,Great product!,2024-08-29 01:51:43.891226
851,607,35,2,Just okay,2025-05-26 01:51:43.891232
852,754,128,1,Excellent!,2025-06-01 01:51:43.891238
853,105,79,5,Just okay,2025-04-23 01:51:43.891243
854,954,35,5,Great product!,2024-11-11 01:51:43.891249
855,927,48,1,Just okay,2025-01-06 01:51:43.891255
856,421,114,1,Just okay,2024-09-26 01:51:43.891260
857,875,105,4,Excellent!,2025-05-29 01:51:43.891267
858,349,72,4,Not bad,2025-04-23 01:51:43.891276
859,772,43,4,Just okay,2024-07-14 01:51:43.891285
860,954,35,5,Excellent!,2024-10-19 01:51:43.891295
861,650,133,5,Great product!,2025-05-12 01:51:43.891305
862,319,31,5,Great product!,2025-06-08 01:51:43.891316
863,420,106,4,Not bad,2024-10-20 01:51:43.891322
864,695,159,2,Great product!,2025-01-18 01:51:43.891328
865,995,101,5,Excellent!,2024-10-01 01:51:43.891334
866,57,8,5,Not bad,2025-01-01 01:51:43.891340
867,240,6,5,Excellent!,2024-07-19 01:51:43.891345
868,981,87,4,Not bad,2024-10-24 01:51:43.891351
869,427,181,3,Not bad,2024-11-06 01:51:43.891356
870,617,80,4,Excellent!,2024-11-11 01:51:43.891362
871,577,44,3,Not bad,2025-03-01 01:51:43.891367
872,140,177,4,Excellent!,2024-11-01 01:51:43.891373
873,62,136,2,Great product!,2025-02-17 01:51:43.891379
874,152,64,2,Great product!,2025-04-21 01:51:43.891384
875,130,132,5,Just okay,2024-07-20 01:51:43.891390
876,431,32,4,Would not buy again,2024-08-25 01:51:43.891396
877,638,53,3,Would not buy again,2024-09-25 01:51:43.891402
878,440,113,3,Great product!,2024-11-24 01:51:43.891408
879,212,195,2,Just okay,2024-12-28 01:51:43.891413
880,400,63,5,Would not buy again,2024-08-28 01:51:43.891419
881,674,114,3,Excellent!,2024-08-21 01:51:43.891425
882,717,188,4,Excellent!,2024-11-26 01:51:43.891431
883,914,77,5,Not bad,2024-09-23 01:51:43.891437
884,541,161,4,Would not buy again,2024-09-23 01:51:43.891443
885,182,22,4,Excellent!,2025-02-26 01:51:43.891448
886,51,127,2,Would not buy again,2025-01-03 01:51:43.891454
887,747,31,4,Not bad,2024-08-08 01:51:43.891459
888,526,24,1,Great product!,2025-05-27 01:51:43.891465
889,350,3,5,Just okay,2025-04-22 01:51:43.891471
890,58,33,1,Not bad,2024-07-06 01:51:43.891476
891,419,154,4,Not bad,2025-01-04 01:51:43.891482
892,137,51,4,Not bad,2025-05-13 01:51:43.891488
893,640,30,2,Just okay,2025-04-24 01:51:43.891495
894,37,163,2,Excellent!,2025-06-24 01:51:43.891504
895,494,25,2,Would not buy again,2025-03-29 01:51:43.891514
896,359,28,2,Great product!,2025-04-11 01:51:43.891520
897,780,97,3,Great product!,2024-10-24 01:51:43.891526
898,85,87,2,Just okay,2025-05-24 01:51:43.891531
899,722,26,4,Great product!,2024-07-16 01:51:43.891537
900,651,120,4,Just okay,2025-05-17 01:51:43.891542
901,539,136,5,Just okay,2024-07-07 01:51:43.891548
902,344,101,1,Would not buy again,2025-02-14 01:51:43.891554
903,745,97,3,Would not buy again,2024-08-24 01:51:43.891560
904,171,15,3,Just okay,2024-08-27 01:51:43.891565
905,690,49,5,Would not buy again,2024-08-30 01:51:43.891571
906,866,111,5,Excellent!,2024-11-14 01:51:43.891579
907,20,8,2,Not bad,2024-12-30 01:51:43.891589
908,909,183,5,Great product!,2024-08-09 01:51:43.891598
909,303,85,3,Great product!,2024-12-09 01:51:43.891604
910,776,128,1,Great product!,2025-03-12 01:51:43.891610
911,997,186,1,Great product!,2025-04-24 01:51:43.891616
912,197,131,3,Excellent!,2024-07-09 01:51:43.891621
913,327,137,2,Excellent!,2025-05-24 01:51:43.891627
914,576,14,1,Not bad,2024-12-15 01:51:43.891633
915,556,91,1,Just okay,2024-08-30 01:51:43.891639
916,756,148,2,Would not buy again,2025-03-31 01:51:43.891644
917,12,4,1,Not bad,2024-10-10 01:51:43.891650
918,361,152,4,Great product!,2024-10-31 01:51:43.891656
919,772,76,3,Would not buy again,2025-03-07 01:51:43.891663
920,296,28,1,Not bad,2025-03-28 01:51:43.891673
921,403,99,1,Great product!,2024-11-30 01:51:43.891681
922,438,159,2,Not bad,2024-10-28 01:51:43.891686
923,769,67,1,Great product!,2025-01-09 01:51:43.891692
924,375,192,2,Great product!,2024-09-19 01:51:43.891698
925,747,117,3,Excellent!,2025-04-13 01:51:43.891707
926,759,17,4,Great product!,2024-09-24 01:51:43.891716
927,653,134,5,Not bad,2025-02-02 01:51:43.891726
928,818,107,3,Would not buy again,2024-09-25 01:51:43.891732
929,693,188,1,Excellent!,2024-07-15 01:51:43.891738
930,500,81,4,Would not buy again,2024-11-17 01:51:43.891744
931,426,11,5,Just okay,2024-08-12 01:51:43.891750
932,877,166,5,Would not buy again,2025-03-05 01:51:43.891756
933,665,101,1,Just okay,2025-04-19 01:51:43.891761
934,44,162,5,Just okay,2025-06-25 01:51:43.891767
935,109,175,5,Excellent!,2024-08-14 01:51:43.891773
936,98,160,3,Would not buy again,2025-06-09 01:51:43.891778
937,739,107,3,Great product!,2025-01-03 01:51:43.891784
938,445,120,5,Excellent!,2024-12-17 01:51:43.891789
939,81,185,2,Excellent!,2025-03-14 01:51:43.891795
940,218,174,1,Great product!,2024-12-28 01:51:43.891801
941,149,163,2,Would not buy again,2025-05-07 01:51:43.891806
942,947,150,2,Excellent!,2024-11-14 01:51:43.891812
943,76,144,5,Just okay,2025-06-12 01:51:43.891818
