transaction_id,customer_id,product_id,store_id,employee_id,quantity,purchase_date
1636,695,359,4,54,4,2025-04-17
1637,449,374,9,26,5,2024-06-21
1638,186,258,5,114,1,2025-02-12
1639,626,313,1,50,4,2025-05-02
1640,389,93,10,180,4,2025-01-27
1641,798,97,2,1,1,2024-11-07
1642,368,438,2,99,3,2024-06-30
1643,627,303,3,104,3,2025-02-24
1644,30,323,3,47,3,2024-11-08
1645,884,325,6,152,5,2024-11-20
1646,701,77,3,55,5,2024-06-18
1647,902,118,9,169,3,2024-12-13
1648,859,62,9,165,5,2024-07-23
1649,745,68,4,175,4,2024-12-01
1650,997,206,8,23,4,2025-02-05
1651,914,20,6,96,2,2024-12-24
1652,134,141,1,24,3,2024-08-03
1653,495,99,6,136,4,2024-09-27
1654,943,476,7,196,3,2024-07-19
1655,500,75,7,24,3,2024-10-10
1656,116,219,2,120,1,2025-02-02
1657,909,10,9,139,5,2025-05-22
1658,422,316,7,129,1,2025-03-27
1659,452,103,4,39,2,2024-09-10
1660,48,47,3,76,5,2024-09-20
1661,65,443,4,200,5,2024-09-05
1662,268,27,10,38,2,2024-11-26
1663,671,195,8,98,3,2024-09-07
1664,322,209,10,93,2,2025-02-03
1665,13,269,2,88,1,2024-10-10
1666,722,157,4,145,2,2025-03-26
1667,890,359,8,80,5,2025-06-09
1668,695,325,9,107,5,2025-01-16
1669,538,119,8,160,4,2025-06-08
1670,786,114,7,141,4,2025-03-22
1671,762,173,6,152,5,2024-09-19
1672,591,219,6,6,1,2024-10-17
1673,742,246,4,108,3,2025-05-28
1674,579,32,1,40,5,2025-04-16
1675,230,262,1,61,3,2024-07-18
1676,979,219,8,35,4,2024-11-15
1677,686,330,4,118,5,2024-08-04
1678,895,27,1,186,5,2024-09-10
1679,347,156,10,37,5,2024-09-24
1680,532,57,6,57,3,2024-09-24
1681,536,138,1,168,2,2025-01-27
1682,705,187,6,122,5,2025-02-05
1683,718,144,6,31,5,2025-04-02
1684,634,483,7,116,2,2024-07-20
1685,98,180,1,160,5,2024-11-18
1686,444,365,6,129,3,2024-10-07
1687,678,215,8,149,4,2024-10-25
1688,745,127,2,7,1,2025-01-10
1689,255,164,3,39,3,2025-05-30
1690,494,459,2,44,2,2025-05-03
1691,355,25,10,59,1,2024-11-24
1692,680,94,9,121,2,2025-05-24
1693,693,21,9,174,1,2025-01-11
1694,657,1,2,147,2,2025-05-15
1695,395,27,10,15,2,2024-12-09
1696,153,339,3,10,5,2024-08-18
1697,860,382,8,182,5,2024-07-22
1698,847,165,8,196,5,2025-06-18
1699,572,109,9,110,4,2024-11-21
1700,914,147,9,81,1,2025-01-16
1701,628,242,6,70,2,2024-07-29
1702,56,144,2,183,2,2024-08-23
1703,12,466,10,139,2,2024-12-11
1704,659,311,1,161,1,2024-11-26
1705,957,52,6,164,2,2024-11-16
1706,161,221,4,115,4,2024-11-11
1707,518,95,5,15,4,2024-10-08
1708,870,130,9,172,5,2025-03-06
1709,481,486,7,142,4,2024-09-27
1710,873,252,5,72,3,2025-03-04
1711,508,187,1,120,2,2024-07-17
1712,891,172,2,115,4,2024-07-09
1713,170,156,1,149,4,2025-03-17
1714,77,58,5,83,5,2024-11-10
1715,770,50,3,181,4,2025-03-02
1716,504,343,5,67,2,2025-04-29
1717,329,7,7,19,4,2024-09-28
1718,247,350,3,161,5,2024-11-07
1719,339,283,5,114,3,2024-12-05
1720,994,395,6,108,2,2024-11-29
1721,285,442,7,128,4,2025-05-29
1722,52,67,2,81,2,2024-12-16
1723,520,170,9,81,5,2025-06-07
1724,229,185,6,52,4,2025-03-07
1725,564,380,2,152,4,2025-01-18
1726,659,415,8,135,1,2024-11-02
1727,388,186,5,20,2,2025-05-19
1728,413,381,5,140,2,2024-09-28
1729,837,399,7,139,1,2025-02-23
1730,241,302,1,160,5,2024-08-15
1731,81,271,1,176,4,2025-04-20
1732,471,310,5,11,4,2025-05-13
1733,455,191,6,116,5,2025-01-18
1734,821,122,3,192,2,2025-01-28
1735,587,333,2,54,3,2025-06-11
1736,459,142,3,119,4,2025-05-09
1737,91,108,9,132,1,2024-06-24
1738,878,300,10,17,1,2024-06-28
1739,511,197,10,91,4,2025-02-15
1740,458,45,2,150,2,2024-09-03
1741,324,455,6,17,5,2025-01-25
1742,122,55,2,83,2,2024-08-27
1743,510,67,2,127,2,2024-08-28
1744,764,323,5,155,3,2024-10-16
1745,670,381,6,15,3,2025-01-12
1746,19,309,6,143,3,2024-09-11
1747,106,62,2,149,4,2024-12-11
1748,414,22,3,78,2,2025-01-29
1749,423,301,10,95,3,2024-06-28
1750,37,496,4,131,4,2024-11-30
1751,571,468,10,156,2,2025-01-09
1752,563,453,2,196,2,2024-10-07
1753,1,336,4,183,2,2024-11-13
1754,846,419,1,161,4,2025-01-27
1755,94,98,5,100,4,2025-05-10
1756,811,99,5,43,1,2024-10-01
1757,619,361,9,104,1,2024-09-30
1758,987,229,9,141,3,2024-08-21
1759,634,474,2,54,3,2025-04-02
1760,653,51,9,130,2,2024-12-11
1761,312,39,10,68,3,2025-05-27
1762,912,483,9,141,5,2025-02-22
1763,521,280,5,132,3,2024-12-24
1764,576,317,9,114,5,2025-04-24
1765,212,176,5,106,4,2024-09-30
1766,671,155,2,53,2,2025-04-02
1767,688,372,7,135,1,2024-10-07
1768,468,243,1,6,2,2024-08-10
1769,974,390,5,40,4,2025-04-24
1770,350,104,7,5,2,2024-08-08
1771,373,274,2,176,2,2025-05-05
1772,846,370,6,123,2,2024-08-03
1773,56,79,5,103,5,2025-01-13
1774,837,23,1,21,3,2025-03-12
1775,229,66,3,39,4,2025-01-27
1776,865,99,2,61,1,2024-06-29
1777,466,215,2,152,3,2025-03-17
1778,340,282,10,103,2,2025-02-05
1779,574,365,1,175,3,2025-05-21
1780,786,130,2,28,1,2024-06-28
1781,635,457,8,47,2,2024-10-25
1782,615,450,1,30,3,2024-06-25
1783,485,389,8,162,3,2024-11-02
1784,734,437,6,171,3,2024-10-11
1785,673,434,7,155,3,2025-02-14
1786,373,465,9,8,4,2025-02-10
1787,734,287,2,162,5,2024-06-26
1788,464,500,5,86,5,2024-09-18
1789,117,178,3,189,2,2025-02-18
1790,100,459,10,23,5,2024-10-12
1791,778,188,9,141,4,2024-08-31
1792,675,230,4,140,4,2024-10-07
1793,228,323,2,26,1,2024-09-24
1794,3,368,6,40,3,2024-10-20
1795,350,61,3,146,1,2024-07-11
1796,364,467,3,166,1,2024-12-07
1797,850,224,10,139,4,2025-02-21
1798,649,35,2,134,4,2025-06-13
1799,988,248,1,165,5,2025-02-13
1800,820,215,8,100,5,2025-04-21
1801,299,269,4,168,1,2024-09-01
1802,561,477,3,196,3,2025-04-03
1803,535,488,3,26,5,2025-05-22
1804,383,258,9,131,4,2024-08-25
1805,719,405,4,197,3,2024-07-08
1806,109,12,7,35,4,2025-06-09
1807,47,86,1,7,4,2025-05-11
1808,919,307,9,167,2,2024-12-13
1809,169,141,5,126,5,2024-07-07
1810,505,357,10,2,4,2024-11-24
1811,144,496,4,103,3,2025-01-03
1812,842,67,8,100,4,2024-07-19
1813,735,149,9,184,5,2025-03-22
1814,761,24,4,195,1,2025-02-10
1815,739,490,1,153,3,2024-07-10
1816,420,290,7,10,3,2025-06-02
1817,110,32,4,31,5,2024-06-30
1818,261,407,10,13,3,2024-06-25
1819,626,498,7,117,4,2024-06-22
1820,201,356,4,151,4,2024-12-19
1821,193,98,9,34,2,2025-06-03
1822,124,380,5,57,2,2025-03-15
1823,953,418,6,124,2,2025-02-13
1824,873,204,3,200,2,2024-06-24
1825,403,254,7,38,5,2024-07-04
1826,221,351,10,151,1,2024-08-29
1827,469,273,7,143,2,2025-04-08
1828,845,446,10,37,3,2024-10-26
1829,801,263,5,100,5,2024-09-21
1830,196,498,5,142,5,2024-08-15
1831,734,39,4,156,3,2024-07-01
1832,347,85,10,60,3,2024-11-28
1833,111,225,2,58,5,2025-05-23
1834,776,385,7,71,4,2024-06-29
1835,425,261,5,181,4,2024-07-07
1836,48,197,10,131,1,2025-02-22
1837,949,288,8,170,1,2024-07-22
1838,649,400,1,112,4,2025-03-01
1839,858,200,2,170,2,2024-12-18
1840,689,206,7,78,2,2024-12-08
1841,603,311,10,156,5,2024-11-17
1842,127,140,4,117,3,2024-12-22
1843,791,106,5,12,3,2025-02-18
1844,914,95,3,63,5,2024-10-30
1845,462,2,10,183,5,2024-09-22
1846,469,82,3,81,3,2025-03-21
1847,675,293,10,12,2,2025-02-19
1848,604,112,2,108,4,2025-05-30
1849,980,304,4,126,3,2024-07-19
1850,517,357,3,84,1,2025-01-05
1851,138,5,1,118,4,2024-09-17
1852,987,451,4,131,4,2024-09-11
1853,511,476,4,158,1,2025-03-01
1854,5,405,1,106,5,2025-02-08
1855,544,263,2,133,5,2024-09-01
1856,754,234,7,187,3,2025-02-02
1857,50,258,3,58,2,2024-12-27
1858,567,363,4,49,1,2024-10-27
1859,958,369,5,87,1,2024-09-05
1860,444,269,2,91,2,2024-12-04
1861,859,133,10,177,1,2025-05-06
1862,600,156,1,115,2,2025-06-18
1863,495,437,4,4,2,2025-01-05
1864,947,113,2,125,5,2025-06-05
1865,521,152,1,114,5,2025-01-14
1866,800,363,7,61,1,2025-02-13
1867,944,138,2,190,1,2025-05-18
1868,933,283,6,26,2,2024-09-22
1869,182,61,4,197,5,2024-09-24
1870,709,88,8,44,4,2024-09-07
1871,593,115,3,169,1,2025-02-10
1872,178,24,3,56,4,2025-04-01
1873,749,274,2,26,2,2024-07-21
1874,835,122,6,83,5,2024-08-09
1875,132,150,6,85,2,2024-07-06
1876,107,21,7,88,2,2025-02-27
1877,397,328,7,162,3,2024-12-11
1878,674,76,9,11,4,2024-07-09
1879,615,483,5,175,5,2024-10-17
1880,621,453,8,197,5,2024-10-17
1881,904,143,4,82,1,2024-12-06
1882,330,475,3,113,3,2025-02-10
1883,517,69,4,174,5,2025-03-31
1884,903,139,7,9,1,2025-02-22
1885,394,448,6,92,1,2024-12-22
1886,429,405,4,33,5,2025-04-23
1887,624,27,4,165,1,2025-03-14
1888,938,329,8,24,1,2024-11-27
1889,710,128,8,135,3,2025-01-18
1890,781,422,5,123,2,2025-04-26
1891,255,108,7,159,2,2025-06-02
1892,281,274,1,155,4,2025-01-31
1893,408,60,5,173,3,2024-10-11
1894,987,1,1,190,2,2024-10-25
1895,352,333,7,57,3,2024-10-20
1896,994,178,8,133,4,2024-08-22
1897,302,324,3,71,4,2025-03-02
1898,464,310,1,182,1,2024-07-03
1899,825,498,1,72,2,2024-10-26
1900,137,189,8,68,4,2025-06-01
1901,142,167,9,12,4,2024-12-10
1902,423,43,5,80,2,2025-06-12
1903,617,485,4,95,5,2025-04-07
1904,717,362,7,131,4,2025-06-11
1905,908,453,2,138,1,2024-10-30
1906,767,282,5,54,3,2024-09-19
1907,525,136,3,27,4,2025-02-06
1908,307,370,5,20,3,2025-01-05
1909,864,69,5,80,5,2025-01-23
1910,719,210,3,17,4,2024-09-30
1911,561,460,7,79,5,2024-12-26
1912,882,314,1,124,3,2025-04-06
1913,322,151,8,14,4,2024-12-21
1914,729,167,9,167,5,2025-01-08
1915,755,30,2,180,3,2025-06-10
1916,958,321,10,27,3,2025-06-14
1917,567,418,8,193,4,2025-06-04
1918,648,6,6,40,3,2024-07-15
1919,223,422,5,59,5,2024-12-05
1920,206,183,4,166,3,2024-09-30
1921,215,113,8,83,5,2025-03-03
1922,640,375,4,13,5,2024-07-17
1923,732,495,5,51,3,2024-11-23
1924,298,144,8,103,3,2024-07-22
1925,704,91,7,138,1,2024-12-07
1926,354,132,5,114,3,2024-11-23
1927,944,498,3,30,3,2024-11-16
1928,689,9,8,84,2,2025-04-13
1929,136,276,4,161,4,2024-12-15
1930,728,337,8,193,2,2024-07-05
1931,666,445,3,101,5,2024-08-05
1932,999,399,1,199,1,2024-08-08
1933,982,481,4,137,4,2024-07-01
1934,183,400,8,155,1,2025-02-11
1935,516,299,7,20,3,2025-06-13
1936,556,55,4,191,5,2025-03-10
1937,711,370,9,10,3,2025-04-18
1938,653,382,9,150,3,2025-04-21
1939,331,353,3,164,1,2024-11-14
1940,728,196,2,113,5,2025-05-23
1941,119,485,5,116,2,2024-10-08
1942,780,335,6,159,5,2024-09-05
1943,361,132,9,115,3,2024-11-03
1944,576,446,5,138,2,2025-03-03
1945,492,321,2,14,3,2024-08-22
1946,597,325,5,37,2,2024-09-09
1947,585,310,9,60,3,2024-12-26
1948,966,283,5,164,2,2025-03-26
1949,684,106,7,78,1,2024-11-18
1950,728,419,1,200,4,2025-03-01
1951,428,227,2,161,5,2024-07-24
1952,691,113,10,69,5,2024-11-24
1953,766,167,2,92,2,2025-02-28
1954,916,138,4,110,1,2024-12-12
1955,862,105,5,132,4,2025-03-17
1956,547,298,5,75,3,2025-03-07
1957,293,323,4,68,1,2025-04-21
1958,899,414,9,106,1,2024-10-09
1959,868,440,10,122,5,2024-08-07
1960,433,386,10,148,2,2024-12-11
1961,828,203,9,76,1,2025-04-28
1962,14,80,3,7,3,2025-03-08
1963,536,229,8,195,3,2025-01-17
1964,110,119,9,60,4,2024-12-28
1965,26,374,1,198,3,2025-02-21
1966,391,372,3,109,3,2024-09-24
1967,149,223,1,186,3,2024-12-29
1968,55,189,6,110,2,2025-01-05
1969,687,76,9,77,1,2025-06-10
1970,58,462,7,6,2,2025-01-29
1971,205,246,10,17,1,2025-06-18
1972,274,48,6,111,2,2024-10-02
1973,769,254,1,56,4,2025-04-26
1974,805,93,8,35,4,2024-10-20
1975,165,236,4,157,5,2025-03-18
1976,294,95,3,82,3,2024-12-04
1977,700,418,2,123,4,2025-03-28
1978,257,442,5,56,2,2025-04-18
1979,150,91,7,195,1,2024-11-23
1980,860,97,5,128,5,2024-10-29
1981,64,292,5,130,5,2024-10-21
1982,708,252,10,170,2,2025-02-17
1983,804,483,4,54,3,2024-12-09
1984,303,374,7,31,1,2025-03-06
1985,209,93,10,91,2,2025-04-30
1986,772,332,10,150,3,2025-02-02
1987,555,145,10,128,2,2025-06-13
1988,34,11,6,94,2,2024-12-09
1989,368,159,2,116,1,2025-04-17
1990,834,84,7,181,2,2024-11-08
1991,464,454,8,42,3,2025-02-03
1992,105,91,10,154,3,2024-06-25
1993,631,419,4,181,1,2025-06-14
1994,889,202,4,172,2,2024-08-21
1995,692,352,6,38,5,2024-12-17
1996,758,312,1,170,2,2025-04-30
1997,576,97,6,113,4,2024-11-22
1998,886,36,6,60,2,2025-03-25
1999,230,74,8,27,3,2024-08-04
2000,761,37,4,131,1,2025-04-07
2001,663,219,9,101,5,2024-08-28
2002,575,126,6,144,3,2025-04-29
2003,399,233,8,199,1,2025-05-23
2004,244,466,4,191,2,2024-12-11
2005,524,331,7,54,1,2024-07-22
2006,804,497,9,182,5,2024-07-11
2007,816,207,1,10,1,2024-07-12
2008,818,52,2,35,3,2024-10-31
2009,713,371,2,145,2,2024-09-08
2010,295,270,10,23,3,2025-06-16
2011,710,71,3,85,4,2024-09-11
2012,681,373,4,144,5,2024-07-18
2013,49,385,7,95,3,2024-12-14
2014,949,414,1,181,5,2025-02-25
2015,391,7,4,170,5,2024-12-09
2016,397,309,8,78,1,2025-01-04
2017,427,52,7,165,1,2025-03-19
2018,980,194,9,42,3,2025-05-26
2019,808,197,2,59,4,2024-06-28
2020,1000,11,2,59,5,2025-01-01
2021,702,57,9,45,3,2024-10-02
2022,321,424,8,77,1,2025-04-03
2023,990,7,3,24,2,2025-04-17
2024,566,391,4,97,2,2025-05-01
2025,56,426,4,189,2,2025-03-07
2026,14,330,4,96,3,2024-07-27
2027,762,479,6,18,3,2024-09-22
2028,258,23,2,141,4,2025-05-24
2029,208,68,1,89,1,2025-04-06
2030,636,128,5,161,1,2024-08-18
2031,890,395,1,190,5,2024-12-17
2032,800,43,10,66,5,2024-11-02
2033,882,138,7,138,1,2024-07-23
2034,892,74,2,64,1,2024-08-25
2035,454,481,5,150,2,2024-06-28
2036,850,322,10,111,3,2025-02-02
2037,231,308,8,100,2,2024-10-24
2038,934,7,4,7,3,2024-11-07
2039,649,406,2,120,5,2025-01-10
2040,722,495,6,54,3,2025-06-05
2041,727,5,4,77,4,2024-12-12
2042,664,491,10,75,1,2025-03-02
2043,377,406,2,99,2,2024-06-29
2044,774,55,2,121,2,2025-06-16
2045,603,278,5,182,5,2024-10-04
2046,560,377,10,66,5,2024-12-30
2047,757,419,9,100,4,2025-03-11
2048,618,174,4,46,2,2025-01-05
2049,202,437,1,187,4,2024-08-17
2050,795,363,8,32,4,2024-10-26
2051,743,44,5,89,5,2025-06-18
2052,988,104,9,191,4,2025-01-16
2053,199,72,3,162,1,2024-09-16
2054,302,246,1,147,2,2025-01-20
2055,460,389,8,92,4,2025-02-15
2056,182,289,4,140,2,2024-09-09
2057,700,457,7,73,3,2025-03-27
2058,77,228,6,167,2,2025-04-25
2059,192,418,2,22,1,2025-04-07
2060,986,84,2,161,1,2025-01-28
2061,178,158,9,125,2,2025-04-28
2062,753,170,10,69,1,2025-03-15
2063,527,246,4,190,2,2025-05-15
2064,123,80,10,157,5,2025-01-09
2065,387,125,5,30,1,2024-08-08
2066,42,29,1,109,2,2024-10-02
2067,439,279,7,17,5,2024-07-29
2068,286,355,6,114,1,2025-01-19
2069,570,137,6,1,2,2025-02-05
2070,271,322,8,87,1,2024-08-12
2071,134,279,9,4,1,2024-08-07
2072,165,64,3,42,3,2025-03-20
2073,599,11,1,43,5,2024-11-04
2074,867,423,2,20,3,2024-11-18
2075,262,23,10,132,5,2024-08-31
2076,6,53,1,171,1,2024-09-10
2077,339,279,5,25,2,2025-05-07
2078,478,152,4,104,5,2025-03-19
2079,727,53,3,145,5,2025-03-12
2080,960,262,3,142,5,2025-01-19
2081,159,454,4,19,1,2025-04-24
2082,41,429,1,166,5,2024-11-27
2083,158,213,3,74,5,2024-08-07
2084,951,73,4,26,5,2024-08-23
2085,331,1,4,59,1,2024-10-16
2086,612,468,4,196,5,2025-03-23
2087,53,115,3,77,4,2025-05-29
2088,793,13,5,71,4,2024-10-29
2089,955,117,8,171,3,2024-06-22
2090,641,219,1,123,3,2024-12-24
2091,631,198,8,99,2,2025-04-18
2092,864,76,4,179,2,2024-07-19
2093,678,181,10,15,1,2024-09-23
2094,309,336,3,181,5,2024-12-21
2095,503,147,1,152,1,2025-01-16
2096,809,116,2,66,5,2025-03-27
2097,587,472,4,144,5,2024-11-30
2098,564,451,6,53,1,2024-11-22
2099,367,351,5,178,5,2024-08-02
2100,75,197,7,125,2,2025-06-11
2101,803,352,3,116,1,2025-03-11
2102,725,453,2,74,2,2024-07-28
2103,326,367,3,7,2,2025-06-10
2104,539,422,8,189,3,2024-06-23
2105,226,462,7,33,4,2024-12-12
2106,980,58,1,152,5,2025-01-20
2107,189,252,3,185,2,2025-03-01
2108,534,87,6,33,1,2024-08-27
2109,70,57,1,138,4,2024-08-13
2110,806,115,9,104,2,2025-05-29
2111,518,53,3,74,2,2025-03-14
2112,164,490,7,171,4,2024-11-28
2113,426,490,2,164,4,2024-09-12
2114,557,145,2,62,4,2025-05-18
2115,550,183,3,52,1,2025-01-30
2116,414,40,4,198,3,2025-03-24
2117,95,316,2,8,1,2024-08-21
2118,358,171,3,39,4,2024-12-18
2119,227,61,7,109,1,2024-06-27
2120,905,185,2,163,1,2025-01-18
2121,219,473,7,90,2,2024-12-15
2122,680,474,4,192,5,2025-06-04
2123,340,471,3,8,5,2025-03-27
2124,340,44,5,148,1,2025-04-23
2125,370,459,9,186,5,2025-05-06
2126,301,23,9,166,1,2024-10-14
2127,224,310,9,150,5,2025-03-28
2128,974,78,10,99,4,2024-10-07
2129,771,92,10,182,3,2024-07-02
2130,634,220,6,48,1,2024-09-06
2131,544,272,8,30,3,2024-08-21
2132,487,172,3,143,1,2025-01-15
2133,575,308,10,49,1,2025-01-18
2134,844,93,9,107,2,2025-06-07
2135,771,348,10,97,2,2024-12-24
2136,665,218,4,116,2,2025-01-12
2137,10,77,8,118,1,2025-01-11
2138,118,458,7,32,2,2024-11-17
2139,685,342,3,154,3,2025-05-24
2140,355,352,10,192,3,2025-05-08
2141,457,155,8,97,5,2024-07-19
2142,247,320,5,107,3,2025-01-24
2143,927,419,6,106,4,2025-01-11
2144,658,147,5,112,1,2024-12-03
2145,629,179,10,20,4,2025-05-21
2146,941,449,4,1,1,2024-12-01
2147,637,54,1,36,3,2025-03-27
2148,250,139,4,81,5,2025-03-10
2149,982,470,7,192,4,2024-08-24
2150,41,256,5,101,4,2024-09-12
2151,699,339,7,62,3,2025-03-15
2152,907,189,9,72,1,2024-08-27
2153,329,478,8,45,4,2024-10-06
2154,391,136,2,9,4,2024-11-16
2155,938,416,10,35,3,2024-07-29
2156,816,465,2,33,2,2025-01-14
2157,968,365,3,35,3,2025-03-05
2158,117,409,1,175,4,2025-01-15
2159,396,40,4,179,2,2024-09-07
2160,263,404,9,57,2,2025-02-20
2161,554,2,2,69,1,2025-03-24
2162,742,442,9,158,4,2024-12-16
2163,290,478,8,151,2,2024-09-11
2164,26,77,7,140,1,2025-01-05
2165,934,399,10,11,4,2025-06-04
2166,530,336,3,19,1,2024-10-16
2167,842,76,1,54,2,2025-01-31
2168,789,164,9,186,4,2025-04-05
2169,384,76,3,113,5,2024-11-04
2170,527,200,9,109,1,2025-04-09
2171,823,229,4,142,1,2024-07-24
2172,521,370,3,57,1,2024-06-28
2173,457,408,4,108,3,2024-11-20
2174,499,403,1,125,4,2025-01-23
2175,45,500,9,92,1,2024-12-30
2176,304,245,10,159,2,2024-06-19
2177,920,418,9,190,5,2025-04-02
2178,668,35,2,5,5,2025-01-09
2179,198,58,4,25,4,2024-07-29
2180,329,296,9,122,2,2024-06-18
2181,527,219,9,116,1,2025-03-22
2182,85,492,2,158,4,2024-08-05
2183,971,373,6,19,4,2024-11-02
2184,99,143,9,84,4,2024-11-22
2185,172,75,9,39,1,2025-04-05
2186,995,47,2,163,1,2025-01-16
2187,980,166,5,78,3,2025-02-26
2188,792,66,5,71,5,2025-01-11
2189,551,94,6,104,5,2024-09-21
2190,547,393,9,31,3,2024-07-17
2191,8,198,3,71,4,2025-06-14
2192,642,181,3,76,5,2024-09-09
2193,68,164,1,7,4,2024-11-15
2194,216,254,7,158,4,2024-09-09
2195,687,218,8,43,5,2024-10-12
2196,645,247,4,55,2,2024-11-22
2197,793,356,3,63,2,2024-08-21
2198,219,499,4,199,2,2024-08-02
2199,886,212,2,90,2,2025-03-21
2200,702,309,9,17,4,2024-12-28
2201,435,407,3,118,1,2025-01-09
2202,856,326,10,78,1,2025-03-16
2203,107,171,8,102,4,2025-06-11
2204,211,71,2,93,1,2025-03-08
2205,551,411,7,112,3,2025-03-11
2206,849,484,9,79,5,2024-11-07
2207,720,335,2,36,1,2024-12-03
2208,900,472,6,97,1,2024-09-15
2209,1000,126,8,14,5,2025-01-13
2210,760,197,3,29,4,2024-12-07
2211,794,215,5,141,1,2025-05-10
2212,446,282,6,99,3,2024-08-24
2213,663,255,1,64,1,2024-10-25
2214,837,276,1,126,5,2025-01-27
2215,963,274,1,193,4,2024-08-12
2216,74,253,1,33,2,2025-05-19
2217,765,273,1,98,2,2024-10-25
2218,703,275,1,56,2,2025-03-09
2219,158,421,2,18,2,2024-07-04
2220,25,118,6,146,3,2024-12-19
2221,471,197,3,150,2,2024-07-05
2222,735,43,10,193,1,2025-01-07
2223,340,298,2,92,4,2024-12-22
2224,39,367,2,189,3,2025-06-07
2225,90,216,4,165,5,2025-04-04
2226,76,270,8,98,4,2024-09-28
2227,56,296,2,157,3,2025-01-06
2228,183,398,8,163,3,2025-01-20
2229,814,356,9,86,5,2024-08-19
2230,258,416,6,92,5,2024-07-23
2231,572,384,1,150,5,2025-03-08
2232,73,113,10,195,2,2024-10-14
2233,589,360,1,41,5,2024-12-07
2234,842,45,3,164,2,2025-01-19
2235,234,121,6,47,2,2024-07-27
2236,933,186,6,125,4,2025-02-18
2237,265,2,7,176,3,2024-10-26
2238,418,105,2,113,5,2024-10-01
2239,398,436,9,97,1,2025-01-29
2240,462,9,5,68,5,2024-08-11
2241,646,186,5,24,4,2024-12-08
2242,415,286,5,77,2,2024-06-19
2243,444,243,3,156,2,2024-07-26
2244,324,491,2,12,5,2024-07-13
2245,18,69,9,7,3,2024-12-24
2246,399,472,3,56,5,2024-09-11
2247,690,57,10,141,2,2024-11-24
2248,122,31,10,83,3,2025-02-08
2249,548,467,9,1,5,2024-06-20
2250,7,179,8,46,3,2024-11-10
2251,657,185,5,191,3,2024-08-31
2252,738,435,8,86,3,2024-08-04
2253,634,435,9,88,3,2025-04-05
2254,65,444,2,17,1,2024-11-22
2255,775,399,3,187,2,2024-10-04
2256,764,420,3,185,5,2024-12-07
2257,600,72,5,54,1,2024-09-26
2258,47,151,9,70,5,2024-07-06
2259,718,236,10,200,4,2025-02-02
2260,869,74,1,74,1,2025-03-24
2261,75,428,6,175,2,2024-12-13
2262,367,437,7,66,3,2025-06-09
2263,951,283,8,141,5,2024-12-16
2264,515,498,1,103,2,2025-03-12
2265,109,477,9,124,2,2024-07-28
2266,297,468,7,37,4,2024-09-20
2267,806,216,8,47,4,2025-02-22
2268,703,125,1,137,5,2025-05-04
2269,309,108,1,138,5,2024-12-30
2270,622,424,10,59,2,2025-04-01
2271,89,115,1,147,5,2025-05-31
2272,289,29,1,1,4,2024-07-29
2273,784,383,5,77,2,2025-01-26
2274,949,71,4,121,4,2024-09-11
2275,449,61,7,194,5,2025-01-30
2276,391,493,6,62,2,2025-02-13
2277,405,357,6,60,2,2025-06-10
2278,842,361,2,17,2,2024-09-01
2279,677,74,6,65,5,2024-12-05
2280,32,194,9,93,1,2024-06-21
2281,486,376,5,71,1,2024-10-28
2282,161,14,9,97,3,2025-04-02
2283,547,357,3,188,2,2024-07-27
2284,226,495,7,190,4,2024-08-11
2285,140,218,7,179,3,2024-07-12
2286,765,191,10,22,4,2025-06-10
2287,401,28,2,96,3,2024-09-20
2288,816,360,4,176,5,2024-08-08
2289,817,55,7,124,3,2025-05-29
2290,870,340,3,75,4,2024-08-12
2291,559,298,5,149,4,2024-08-21
2292,303,38,9,51,3,2025-01-07
2293,984,245,4,39,5,2024-12-08
2294,650,429,6,92,4,2024-07-11
2295,148,305,6,24,4,2024-11-21
2296,306,446,1,30,3,2024-10-15
2297,694,81,6,67,1,2025-01-21
2298,909,16,5,179,4,2024-11-09
2299,937,76,3,151,2,2024-10-31
2300,989,188,10,118,4,2024-09-10
2301,815,73,7,135,1,2025-05-13
2302,888,41,1,133,2,2024-10-12
2303,747,126,9,120,1,2025-05-07
2304,664,40,1,151,4,2024-10-03
2305,383,7,8,82,2,2025-05-06
2306,981,292,1,55,1,2025-02-17
2307,973,426,7,17,4,2025-03-06
2308,12,417,4,35,3,2024-07-29
2309,567,214,4,177,3,2025-01-09
2310,896,77,7,3,2,2024-11-22
2311,569,392,10,75,5,2025-05-01
2312,145,94,10,4,4,2024-10-18
2313,127,241,9,150,4,2024-09-22
2314,43,381,8,83,4,2024-08-18
2315,6,72,10,74,1,2025-01-28
2316,587,384,6,63,1,2025-06-03
2317,611,271,1,113,3,2025-02-04
2318,404,358,10,127,3,2025-03-25
2319,551,486,9,167,5,2024-07-10
2320,561,154,3,112,3,2024-07-19
2321,970,241,3,109,1,2024-11-08
2322,88,211,2,25,5,2024-10-19
2323,313,370,1,132,1,2024-07-04
2324,216,173,5,50,1,2025-01-26
2325,767,228,1,14,3,2024-07-03
2326,760,401,2,179,3,2025-05-31
2327,926,331,7,136,1,2025-05-17
2328,744,356,5,96,3,2024-09-26
2329,353,7,9,129,4,2024-11-29
2330,217,147,2,14,2,2025-03-21
2331,423,57,9,16,5,2024-09-17
2332,928,80,9,26,1,2024-11-05
2333,662,31,1,186,3,2024-06-18
